REF_DATE,GEO,Custodial admissions,Sex,VALUE
2016/2017,Quebec,Other custodial statuses,"Total, custodial admission by sex",3573
2016/2017,Quebec,Other custodial statuses,Male,2996
2016/2017,Quebec,Other custodial statuses,Female,577
2016/2017,Quebec,Other custodial statuses,Sex unknown,0
2016/2017,Ontario,"Total, custodial admissions","Total, custodial admission by sex",74664
2016/2017,Ontario,"Total, custodial admissions",Male,64608
2016/2017,Ontario,"Total, custodial admissions",Female,10056
2016/2017,Ontario,"Total, custodial admissions",Sex unknown,0
2016/2017,Ontario,Sentenced,"Total, custodial admission by sex",22951
2016/2017,Ontario,Sentenced,Male,20517
2016/2017,Ontario,Sentenced,Female,2434
2016/2017,Ontario,Sentenced,Sex unknown,0
2016/2017,Ontario,Remand,"Total, custodial admission by sex",46910
2016/2017,Ontario,Remand,Male,39819
2016/2017,Ontario,Remand,Female,7091
2016/2017,Ontario,Remand,Sex unknown,0
2016/2017,Ontario,Other custodial statuses,"Total, custodial admission by sex",4803
2016/2017,Ontario,Other custodial statuses,Male,4272
2016/2017,Ontario,Other custodial statuses,Female,531
2016/2017,Ontario,Other custodial statuses,Sex unknown,0
2016/2017,Manitoba,"Total, custodial admissions","Total, custodial admission by sex",28874
2016/2017,Manitoba,"Total, custodial admissions",Male,23041
2016/2017,Manitoba,"Total, custodial admissions",Female,5831
2016/2017,Manitoba,"Total, custodial admissions",Sex unknown,2
2016/2017,Manitoba,Sentenced,"Total, custodial admission by sex",7114
2016/2017,Manitoba,Sentenced,Male,6002
2016/2017,Manitoba,Sentenced,Female,1112
2016/2017,Manitoba,Sentenced,Sex unknown,0
2016/2017,Manitoba,Remand,"Total, custodial admission by sex",14375
2016/2017,Manitoba,Remand,Male,11564
2016/2017,Manitoba,Remand,Female,2810
2016/2017,Manitoba,Remand,Sex unknown,1
2016/2017,Manitoba,Other custodial statuses,"Total, custodial admission by sex",7385
2016/2017,Manitoba,Other custodial statuses,Male,5475
2016/2017,Manitoba,Other custodial statuses,Female,1909
2016/2017,Manitoba,Other custodial statuses,Sex unknown,1
2016/2017,Saskatchewan,"Total, custodial admissions","Total, custodial admission by sex",13392
2016/2017,Saskatchewan,"Total, custodial admissions",Male,11007
2016/2017,Saskatchewan,"Total, custodial admissions",Female,2376
2016/2017,Saskatchewan,"Total, custodial admissions",Sex unknown,9
2016/2017,Saskatchewan,Sentenced,"Total, custodial admission by sex",4595
2016/2017,Saskatchewan,Sentenced,Male,3832
2016/2017,Saskatchewan,Sentenced,Female,758
2016/2017,Saskatchewan,Sentenced,Sex unknown,5
2016/2017,Saskatchewan,Remand,"Total, custodial admission by sex",8547
2016/2017,Saskatchewan,Remand,Male,6957
2016/2017,Saskatchewan,Remand,Female,1586
2016/2017,Saskatchewan,Remand,Sex unknown,4
2016/2017,Saskatchewan,Other custodial statuses,"Total, custodial admission by sex",250
2016/2017,Saskatchewan,Other custodial statuses,Male,218
2016/2017,Saskatchewan,Other custodial statuses,Female,32
2016/2017,Saskatchewan,Other custodial statuses,Sex unknown,0
2016/2017,Alberta,"Total, custodial admissions","Total, custodial admission by sex",48494
2016/2017,Alberta,"Total, custodial admissions",Male,40076
2016/2017,Alberta,"Total, custodial admissions",Female,8418
2016/2017,Alberta,"Total, custodial admissions",Sex unknown,0
2016/2017,Alberta,Sentenced,"Total, custodial admission by sex",20544
2016/2017,Alberta,Sentenced,Male,17218
2016/2017,Alberta,Sentenced,Female,3326
2016/2017,Alberta,Sentenced,Sex unknown,0
2016/2017,Alberta,Remand,"Total, custodial admission by sex",26172
2016/2017,Alberta,Remand,Male,21300
2016/2017,Alberta,Remand,Female,4872
2016/2017,Alberta,Remand,Sex unknown,0
2016/2017,Alberta,Other custodial statuses,"Total, custodial admission by sex",1778
2016/2017,Alberta,Other custodial statuses,Male,1558
2016/2017,Alberta,Other custodial statuses,Female,220
2016/2017,Alberta,Other custodial statuses,Sex unknown,0
2016/2017,British Columbia,"Total, custodial admissions","Total, custodial admission by sex",27764
2016/2017,British Columbia,"Total, custodial admissions",Male,24836
2016/2017,British Columbia,"Total, custodial admissions",Female,2928
2016/2017,British Columbia,"Total, custodial admissions",Sex unknown,0
2016/2017,British Columbia,Sentenced,"Total, custodial admission by sex",11279
2016/2017,British Columbia,Sentenced,Male,10141
2016/2017,British Columbia,Sentenced,Female,1138
2016/2017,British Columbia,Sentenced,Sex unknown,0
2016/2017,British Columbia,Remand,"Total, custodial admission by sex",15011
2016/2017,British Columbia,Remand,Male,13323
2016/2017,British Columbia,Remand,Female,1688
2016/2017,British Columbia,Remand,Sex unknown,0
2016/2017,British Columbia,Other custodial statuses,"Total, custodial admission by sex",1474
2016/2017,British Columbia,Other custodial statuses,Male,1372
2016/2017,British Columbia,Other custodial statuses,Female,102
2016/2017,British Columbia,Other custodial statuses,Sex unknown,0
2016/2017,Yukon,"Total, custodial admissions","Total, custodial admission by sex",504
2016/2017,Yukon,"Total, custodial admissions",Male,443
2016/2017,Yukon,"Total, custodial admissions",Female,61
2016/2017,Yukon,"Total, custodial admissions",Sex unknown,0
2016/2017,Yukon,Sentenced,"Total, custodial admission by sex",118
2016/2017,Yukon,Sentenced,Male,108
2016/2017,Yukon,Sentenced,Female,10
2016/2017,Yukon,Sentenced,Sex unknown,0
2016/2017,Yukon,Remand,"Total, custodial admission by sex",379
2016/2017,Yukon,Remand,Male,328
2016/2017,Yukon,Remand,Female,51
2016/2017,Yukon,Remand,Sex unknown,0
2016/2017,Yukon,Other custodial statuses,"Total, custodial admission by sex",7
2016/2017,Yukon,Other custodial statuses,Male,7
2016/2017,Yukon,Other custodial statuses,Female,0
2016/2017,Yukon,Other custodial statuses,Sex unknown,0
2016/2017,Northwest Territories,"Total, custodial admissions","Total, custodial admission by sex",1026
2016/2017,Northwest Territories,"Total, custodial admissions",Male,943
2016/2017,Northwest Territories,"Total, custodial admissions",Female,83
2016/2017,Northwest Territories,"Total, custodial admissions",Sex unknown,0
2016/2017,Northwest Territories,Sentenced,"Total, custodial admission by sex",412
2016/2017,Northwest Territories,Sentenced,Male,382
2016/2017,Northwest Territories,Sentenced,Female,30
2016/2017,Northwest Territories,Sentenced,Sex unknown,0
2016/2017,Northwest Territories,Remand,"Total, custodial admission by sex",614
2016/2017,Northwest Territories,Remand,Male,561
2016/2017,Northwest Territories,Remand,Female,53
2016/2017,Northwest Territories,Remand,Sex unknown,0
2016/2017,Northwest Territories,Other custodial statuses,"Total, custodial admission by sex",0
2016/2017,Northwest Territories,Other custodial statuses,Male,0
2016/2017,Northwest Territories,Other custodial statuses,Female,0
2016/2017,Northwest Territories,Other custodial statuses,Sex unknown,0
2016/2017,Nunavut,"Total, custodial admissions","Total, custodial admission by sex",890
2016/2017,Nunavut,"Total, custodial admissions",Male,837
2016/2017,Nunavut,"Total, custodial admissions",Female,53
2016/2017,Nunavut,"Total, custodial admissions",Sex unknown,0
2016/2017,Nunavut,Sentenced,"Total, custodial admission by sex",446
2016/2017,Nunavut,Sentenced,Male,422
2016/2017,Nunavut,Sentenced,Female,24
2016/2017,Nunavut,Sentenced,Sex unknown,0
2016/2017,Nunavut,Remand,"Total, custodial admission by sex",444
2016/2017,Nunavut,Remand,Male,415
2016/2017,Nunavut,Remand,Female,29
2016/2017,Nunavut,Remand,Sex unknown,0
2017/2018,All Provinces and territories,"Total, custodial admissions","Total, custodial admission by sex",243190
2017/2018,All Provinces and territories,"Total, custodial admissions",Male,207250
2017/2018,All Provinces and territories,"Total, custodial admissions",Female,35673
2017/2018,All Provinces and territories,"Total, custodial admissions",Sex unknown,267
2017/2018,All Provinces and territories,Sentenced,"Total, custodial admission by sex",80759
2017/2018,All Provinces and territories,Sentenced,Male,70337
2017/2018,All Provinces and territories,Sentenced,Female,10333
2017/2018,All Provinces and territories,Sentenced,Sex unknown,89
2017/2018,All Provinces and territories,Remand,"Total, custodial admission by sex",141905
2017/2018,All Provinces and territories,Remand,Male,120149
2017/2018,All Provinces and territories,Remand,Female,21584
2017/2018,All Provinces and territories,Remand,Sex unknown,172
2017/2018,All Provinces and territories,Other custodial statuses,"Total, custodial admission by sex",20526
2017/2018,All Provinces and territories,Other custodial statuses,Male,16764
2017/2018,All Provinces and territories,Other custodial statuses,Female,3756
2017/2018,All Provinces and territories,Other custodial statuses,Sex unknown,6
2017/2018,Newfoundland and Labrador,"Total, custodial admissions","Total, custodial admission by sex",1931
2017/2018,Newfoundland and Labrador,"Total, custodial admissions",Male,1688
2017/2018,Newfoundland and Labrador,"Total, custodial admissions",Female,239
2017/2018,Newfoundland and Labrador,"Total, custodial admissions",Sex unknown,4
2017/2018,Newfoundland and Labrador,Sentenced,"Total, custodial admission by sex",938
2017/2018,Newfoundland and Labrador,Sentenced,Male,823
2017/2018,Newfoundland and Labrador,Sentenced,Female,115
2017/2018,Newfoundland and Labrador,Sentenced,Sex unknown,0
2017/2018,Newfoundland and Labrador,Remand,"Total, custodial admission by sex",891
2017/2018,Newfoundland and Labrador,Remand,Male,772
2017/2018,Newfoundland and Labrador,Remand,Female,115
2017/2018,Newfoundland and Labrador,Remand,Sex unknown,4
2017/2018,Newfoundland and Labrador,Other custodial statuses,"Total, custodial admission by sex",102
2017/2018,Newfoundland and Labrador,Other custodial statuses,Male,93
2017/2018,Newfoundland and Labrador,Other custodial statuses,Female,9
2017/2018,Newfoundland and Labrador,Other custodial statuses,Sex unknown,0
2017/2018,Prince Edward Island,"Total, custodial admissions","Total, custodial admission by sex",680
2017/2018,Prince Edward Island,"Total, custodial admissions",Male,577
2017/2018,Prince Edward Island,"Total, custodial admissions",Female,103
2017/2018,Prince Edward Island,"Total, custodial admissions",Sex unknown,0
2017/2018,Prince Edward Island,Sentenced,"Total, custodial admission by sex",481
2017/2018,Prince Edward Island,Sentenced,Male,402
2017/2018,Prince Edward Island,Sentenced,Female,79
2017/2018,Prince Edward Island,Sentenced,Sex unknown,0
2017/2018,Prince Edward Island,Remand,"Total, custodial admission by sex",196
2017/2018,Prince Edward Island,Remand,Male,174
2017/2018,Prince Edward Island,Remand,Female,22
2017/2018,Prince Edward Island,Remand,Sex unknown,0
2017/2018,Prince Edward Island,Other custodial statuses,"Total, custodial admission by sex",3
2017/2018,Prince Edward Island,Other custodial statuses,Male,1
2017/2018,Prince Edward Island,Other custodial statuses,Female,2
2017/2018,Prince Edward Island,Other custodial statuses,Sex unknown,0
2017/2018,Nova Scotia,"Total, custodial admissions","Total, custodial admission by sex",4812
2017/2018,Nova Scotia,"Total, custodial admissions",Male,3902
2017/2018,Nova Scotia,"Total, custodial admissions",Female,650
2017/2018,Nova Scotia,"Total, custodial admissions",Sex unknown,260
2017/2018,Nova Scotia,Sentenced,"Total, custodial admission by sex",1586
2017/2018,Nova Scotia,Sentenced,Male,1330
2017/2018,Nova Scotia,Sentenced,Female,169
2017/2018,Nova Scotia,Sentenced,Sex unknown,87
2017/2018,Nova Scotia,Remand,"Total, custodial admission by sex",3034
2017/2018,Nova Scotia,Remand,Male,2405
2017/2018,Nova Scotia,Remand,Female,462
2017/2018,Nova Scotia,Remand,Sex unknown,167
2017/2018,Nova Scotia,Other custodial statuses,"Total, custodial admission by sex",192
2017/2018,Nova Scotia,Other custodial statuses,Male,167
2017/2018,Nova Scotia,Other custodial statuses,Female,19
2017/2018,Nova Scotia,Other custodial statuses,Sex unknown,6
2017/2018,New Brunswick,"Total, custodial admissions","Total, custodial admission by sex",5490
2017/2018,New Brunswick,"Total, custodial admissions",Male,4552
2017/2018,New Brunswick,"Total, custodial admissions",Female,938
2017/2018,New Brunswick,"Total, custodial admissions",Sex unknown,0
2017/2018,New Brunswick,Sentenced,"Total, custodial admission by sex",2464
2017/2018,New Brunswick,Sentenced,Male,2112
2017/2018,New Brunswick,Sentenced,Female,352
2017/2018,New Brunswick,Sentenced,Sex unknown,0
2017/2018,New Brunswick,Remand,"Total, custodial admission by sex",2350
2017/2018,New Brunswick,Remand,Male,1981
2017/2018,New Brunswick,Remand,Female,369
2017/2018,New Brunswick,Remand,Sex unknown,0
2017/2018,New Brunswick,Other custodial statuses,"Total, custodial admission by sex",676
2017/2018,New Brunswick,Other custodial statuses,Male,459
2017/2018,New Brunswick,Other custodial statuses,Female,217
2017/2018,New Brunswick,Other custodial statuses,Sex unknown,0
2017/2018,Quebec,"Total, custodial admissions","Total, custodial admission by sex",45380
2017/2018,Quebec,"Total, custodial admissions",Male,40096
2017/2018,Quebec,"Total, custodial admissions",Female,5284
2017/2018,Quebec,"Total, custodial admissions",Sex unknown,0
2017/2018,Quebec,Sentenced,"Total, custodial admission by sex",12682
2017/2018,Quebec,Sentenced,Male,11266
2017/2018,Quebec,Sentenced,Female,1416
2017/2018,Quebec,Sentenced,Sex unknown,0
2017/2018,Quebec,Remand,"Total, custodial admission by sex",29140
2017/2018,Quebec,Remand,Male,25859
2017/2018,Quebec,Remand,Female,3281
2017/2018,Quebec,Remand,Sex unknown,0
2017/2018,Quebec,Other custodial statuses,"Total, custodial admission by sex",3558
2017/2018,Quebec,Other custodial statuses,Male,2971
2017/2018,Quebec,Other custodial statuses,Female,587
2017/2018,Quebec,Other custodial statuses,Sex unknown,0
2017/2018,Ontario,"Total, custodial admissions","Total, custodial admission by sex",69190
2017/2018,Ontario,"Total, custodial admissions",Male,59941
2017/2018,Ontario,"Total, custodial admissions",Female,9249
2017/2018,Ontario,"Total, custodial admissions",Sex unknown,0
2017/2018,Ontario,Sentenced,"Total, custodial admission by sex",20729
2017/2018,Ontario,Sentenced,Male,18570
2017/2018,Ontario,Sentenced,Female,2159
2017/2018,Ontario,Sentenced,Sex unknown,0
2017/2018,Ontario,Remand,"Total, custodial admission by sex",43646
2017/2018,Ontario,Remand,Male,37099
2017/2018,Ontario,Remand,Female,6547
2017/2018,Ontario,Remand,Sex unknown,0
2017/2018,Ontario,Other custodial statuses,"Total, custodial admission by sex",4815
2017/2018,Ontario,Other custodial statuses,Male,4272
2017/2018,Ontario,Other custodial statuses,Female,543
2017/2018,Ontario,Other custodial statuses,Sex unknown,0
2017/2018,Manitoba,"Total, custodial admissions","Total, custodial admission by sex",29791
2017/2018,Manitoba,"Total, custodial admissions",Male,23566
2017/2018,Manitoba,"Total, custodial admissions",Female,6225
2017/2018,Manitoba,"Total, custodial admissions",Sex unknown,0
2017/2018,Manitoba,Sentenced,"Total, custodial admission by sex",7333
2017/2018,Manitoba,Sentenced,Male,6104
2017/2018,Manitoba,Sentenced,Female,1229
2017/2018,Manitoba,Sentenced,Sex unknown,0
2017/2018,Manitoba,Remand,"Total, custodial admission by sex",14781
2017/2018,Manitoba,Remand,Male,11778
2017/2018,Manitoba,Remand,Female,3003
2017/2018,Manitoba,Remand,Sex unknown,0
2017/2018,Manitoba,Other custodial statuses,"Total, custodial admission by sex",7677
2017/2018,Manitoba,Other custodial statuses,Male,5684
2017/2018,Manitoba,Other custodial statuses,Female,1993
2017/2018,Manitoba,Other custodial statuses,Sex unknown,0
2017/2018,Saskatchewan,"Total, custodial admissions","Total, custodial admission by sex",13304
2017/2018,Saskatchewan,"Total, custodial admissions",Male,10987
2017/2018,Saskatchewan,"Total, custodial admissions",Female,2314
2017/2018,Saskatchewan,"Total, custodial admissions",Sex unknown,3
2017/2018,Saskatchewan,Sentenced,"Total, custodial admission by sex",4660
2017/2018,Saskatchewan,Sentenced,Male,3931
2017/2018,Saskatchewan,Sentenced,Female,727
2017/2018,Saskatchewan,Sentenced,Sex unknown,2
2017/2018,Saskatchewan,Remand,"Total, custodial admission by sex",8374
2017/2018,Saskatchewan,Remand,Male,6820
2017/2018,Saskatchewan,Remand,Female,1553
2017/2018,Saskatchewan,Remand,Sex unknown,1
2017/2018,Saskatchewan,Other custodial statuses,"Total, custodial admission by sex",270
2017/2018,Saskatchewan,Other custodial statuses,Male,236
2017/2018,Saskatchewan,Other custodial statuses,Female,34
2017/2018,Saskatchewan,Other custodial statuses,Sex unknown,0
2017/2018,Alberta,"Total, custodial admissions","Total, custodial admission by sex",44105
2017/2018,Alberta,"Total, custodial admissions",Male,36333
2017/2018,Alberta,"Total, custodial admissions",Female,7772
2017/2018,Alberta,"Total, custodial admissions",Sex unknown,0
2017/2018,Alberta,Sentenced,"Total, custodial admission by sex",18419
2017/2018,Alberta,Sentenced,Male,15438
2017/2018,Alberta,Sentenced,Female,2981
2017/2018,Alberta,Sentenced,Sex unknown,0
2017/2018,Alberta,Remand,"Total, custodial admission by sex",23812
2017/2018,Alberta,Remand,Male,19268
2017/2018,Alberta,Remand,Female,4544
2017/2018,Alberta,Remand,Sex unknown,0
2017/2018,Alberta,Other custodial statuses,"Total, custodial admission by sex",1874
2017/2018,Alberta,Other custodial statuses,Male,1627
2017/2018,Alberta,Other custodial statuses,Female,247
2017/2018,Alberta,Other custodial statuses,Sex unknown,0
2017/2018,British Columbia,"Total, custodial admissions","Total, custodial admission by sex",25976
2017/2018,British Columbia,"Total, custodial admissions",Male,23269
2017/2018,British Columbia,"Total, custodial admissions",Female,2707
2017/2018,British Columbia,"Total, custodial admissions",Sex unknown,0
2017/2018,British Columbia,Sentenced,"Total, custodial admission by sex",10534
2017/2018,British Columbia,Sentenced,Male,9497
2017/2018,British Columbia,Sentenced,Female,1037
2017/2018,British Columbia,Sentenced,Sex unknown,0
2017/2018,British Columbia,Remand,"Total, custodial admission by sex",14089
2017/2018,British Columbia,Remand,Male,12524
2017/2018,British Columbia,Remand,Female,1565
2017/2018,British Columbia,Remand,Sex unknown,0
2017/2018,British Columbia,Other custodial statuses,"Total, custodial admission by sex",1353
2017/2018,British Columbia,Other custodial statuses,Male,1248
2017/2018,British Columbia,Other custodial statuses,Female,105
2017/2018,British Columbia,Other custodial statuses,Sex unknown,0
2017/2018,Yukon,"Total, custodial admissions","Total, custodial admission by sex",476
2017/2018,Yukon,"Total, custodial admissions",Male,435
2017/2018,Yukon,"Total, custodial admissions",Female,41
2017/2018,Yukon,"Total, custodial admissions",Sex unknown,0
2017/2018,Yukon,Sentenced,"Total, custodial admission by sex",162
2017/2018,Yukon,Sentenced,Male,146
2017/2018,Yukon,Sentenced,Female,16
2017/2018,Yukon,Sentenced,Sex unknown,0
2017/2018,Yukon,Remand,"Total, custodial admission by sex",308
2017/2018,Yukon,Remand,Male,283
2017/2018,Yukon,Remand,Female,25
2017/2018,Yukon,Remand,Sex unknown,0
2017/2018,Yukon,Other custodial statuses,"Total, custodial admission by sex",6
2017/2018,Yukon,Other custodial statuses,Male,6
2017/2018,Yukon,Other custodial statuses,Female,0
2017/2018,Yukon,Other custodial statuses,Sex unknown,0
2017/2018,Northwest Territories,"Total, custodial admissions","Total, custodial admission by sex",1073
2017/2018,Northwest Territories,"Total, custodial admissions",Male,989
2017/2018,Northwest Territories,"Total, custodial admissions",Female,84
2017/2018,Northwest Territories,"Total, custodial admissions",Sex unknown,0
2017/2018,Northwest Territories,Sentenced,"Total, custodial admission by sex",356
2017/2018,Northwest Territories,Sentenced,Male,332
2017/2018,Northwest Territories,Sentenced,Female,24
2017/2018,Northwest Territories,Sentenced,Sex unknown,0
2017/2018,Northwest Territories,Remand,"Total, custodial admission by sex",717
2017/2018,Northwest Territories,Remand,Male,657
2017/2018,Northwest Territories,Remand,Female,60
2017/2018,Northwest Territories,Remand,Sex unknown,0
2017/2018,Northwest Territories,Other custodial statuses,"Total, custodial admission by sex",0
2017/2018,Northwest Territories,Other custodial statuses,Male,0
2017/2018,Northwest Territories,Other custodial statuses,Female,0
2017/2018,Northwest Territories,Other custodial statuses,Sex unknown,0
2017/2018,Nunavut,"Total, custodial admissions","Total, custodial admission by sex",982
2017/2018,Nunavut,"Total, custodial admissions",Male,915
2017/2018,Nunavut,"Total, custodial admissions",Female,67
2017/2018,Nunavut,"Total, custodial admissions",Sex unknown,0
2017/2018,Nunavut,Sentenced,"Total, custodial admission by sex",415
2017/2018,Nunavut,Sentenced,Male,386
2017/2018,Nunavut,Sentenced,Female,29
2017/2018,Nunavut,Sentenced,Sex unknown,0
2017/2018,Nunavut,Remand,"Total, custodial admission by sex",567
2017/2018,Nunavut,Remand,Male,529
2017/2018,Nunavut,Remand,Female,38
2017/2018,Nunavut,Remand,Sex unknown,0
2017/2018,Nunavut,Other custodial statuses,"Total, custodial admission by sex",
2017/2018,Nunavut,Other custodial statuses,Male,
2017/2018,Nunavut,Other custodial statuses,Female,
2017/2018,Nunavut,Other custodial statuses,Sex unknown,
2018/2019,All Provinces and territories,"Total, custodial admissions","Total, custodial admission by sex",226048
2018/2019,All Provinces and territories,"Total, custodial admissions",Male,192740
2018/2019,All Provinces and territories,"Total, custodial admissions",Female,33255
2018/2019,All Provinces and territories,"Total, custodial admissions",Sex unknown,53
2018/2019,All Provinces and territories,Sentenced,"Total, custodial admission by sex",72312
2018/2019,All Provinces and territories,Sentenced,Male,62973
2018/2019,All Provinces and territories,Sentenced,Female,9330
2018/2019,All Provinces and territories,Sentenced,Sex unknown,9
2018/2019,All Provinces and territories,Remand,"Total, custodial admission by sex",133267
2018/2019,All Provinces and territories,Remand,Male,113082
2018/2019,All Provinces and territories,Remand,Female,20150
2018/2019,All Provinces and territories,Remand,Sex unknown,35
2018/2019,All Provinces and territories,Other custodial statuses,"Total, custodial admission by sex",20469
2018/2019,All Provinces and territories,Other custodial statuses,Male,16685
2018/2019,All Provinces and territories,Other custodial statuses,Female,3775
2018/2019,All Provinces and territories,Other custodial statuses,Sex unknown,9
2018/2019,Newfoundland and Labrador,"Total, custodial admissions","Total, custodial admission by sex",1776
2018/2019,Newfoundland and Labrador,"Total, custodial admissions",Male,1547
2018/2019,Newfoundland and Labrador,"Total, custodial admissions",Female,226
2018/2019,Newfoundland and Labrador,"Total, custodial admissions",Sex unknown,3
2018/2019,Newfoundland and Labrador,Sentenced,"Total, custodial admission by sex",801
2018/2019,Newfoundland and Labrador,Sentenced,Male,702
2018/2019,Newfoundland and Labrador,Sentenced,Female,98
2018/2019,Newfoundland and Labrador,Sentenced,Sex unknown,1
2018/2019,Newfoundland and Labrador,Remand,"Total, custodial admission by sex",838
2018/2019,Newfoundland and Labrador,Remand,Male,721
2018/2019,Newfoundland and Labrador,Remand,Female,116
2018/2019,Newfoundland and Labrador,Remand,Sex unknown,1
2018/2019,Newfoundland and Labrador,Other custodial statuses,"Total, custodial admission by sex",137
2018/2019,Newfoundland and Labrador,Other custodial statuses,Male,124
2018/2019,Newfoundland and Labrador,Other custodial statuses,Female,12
2018/2019,Newfoundland and Labrador,Other custodial statuses,Sex unknown,1
2018/2019,Prince Edward Island,"Total, custodial admissions","Total, custodial admission by sex",769
2018/2019,Prince Edward Island,"Total, custodial admissions",Male,635
2018/2019,Prince Edward Island,"Total, custodial admissions",Female,134
2018/2019,Prince Edward Island,"Total, custodial admissions",Sex unknown,0
2018/2019,Prince Edward Island,Sentenced,"Total, custodial admission by sex",482
2018/2019,Prince Edward Island,Sentenced,Male,385
2018/2019,Prince Edward Island,Sentenced,Female,97
2018/2019,Prince Edward Island,Sentenced,Sex unknown,0
2018/2019,Prince Edward Island,Remand,"Total, custodial admission by sex",284
2018/2019,Prince Edward Island,Remand,Male,247
2018/2019,Prince Edward Island,Remand,Female,37
2018/2019,Prince Edward Island,Remand,Sex unknown,0
2018/2019,Prince Edward Island,Other custodial statuses,"Total, custodial admission by sex",3
2018/2019,Prince Edward Island,Other custodial statuses,Male,3
2018/2019,Prince Edward Island,Other custodial statuses,Female,0
2018/2019,Prince Edward Island,Other custodial statuses,Sex unknown,0
2018/2019,Nova Scotia,"Total, custodial admissions","Total, custodial admission by sex",4695
2018/2019,Nova Scotia,"Total, custodial admissions",Male,4031
2018/2019,Nova Scotia,"Total, custodial admissions",Female,628
2018/2019,Nova Scotia,"Total, custodial admissions",Sex unknown,36
2018/2019,Nova Scotia,Sentenced,"Total, custodial admission by sex",1153
2018/2019,Nova Scotia,Sentenced,Male,1020
2018/2019,Nova Scotia,Sentenced,Female,127
2018/2019,Nova Scotia,Sentenced,Sex unknown,6
2018/2019,Nova Scotia,Remand,"Total, custodial admission by sex",3276
2018/2019,Nova Scotia,Remand,Male,2788
2018/2019,Nova Scotia,Remand,Female,465
2018/2019,Nova Scotia,Remand,Sex unknown,23
2018/2019,Nova Scotia,Other custodial statuses,"Total, custodial admission by sex",266
2018/2019,Nova Scotia,Other custodial statuses,Male,223
2018/2019,Nova Scotia,Other custodial statuses,Female,36
2018/2019,Nova Scotia,Other custodial statuses,Sex unknown,7
2018/2019,New Brunswick,"Total, custodial admissions","Total, custodial admission by sex",5748
2018/2019,New Brunswick,"Total, custodial admissions",Male,4684
2018/2019,New Brunswick,"Total, custodial admissions",Female,1064
2018/2019,New Brunswick,"Total, custodial admissions",Sex unknown,0
2018/2019,New Brunswick,Sentenced,"Total, custodial admission by sex",2492
2018/2019,New Brunswick,Sentenced,Male,2106
2018/2019,New Brunswick,Sentenced,Female,386
2018/2019,New Brunswick,Sentenced,Sex unknown,0
2018/2019,New Brunswick,Remand,"Total, custodial admission by sex",2557
2018/2019,New Brunswick,Remand,Male,2130
2018/2019,New Brunswick,Remand,Female,427
2018/2019,New Brunswick,Remand,Sex unknown,0
2018/2019,New Brunswick,Other custodial statuses,"Total, custodial admission by sex",699
2018/2019,New Brunswick,Other custodial statuses,Male,448
2018/2019,New Brunswick,Other custodial statuses,Female,251
2018/2019,New Brunswick,Other custodial statuses,Sex unknown,0
2018/2019,Quebec,"Total, custodial admissions","Total, custodial admission by sex",43094
2018/2019,Quebec,"Total, custodial admissions",Male,37967
2018/2019,Quebec,"Total, custodial admissions",Female,5127
2018/2019,Quebec,"Total, custodial admissions",Sex unknown,0
2018/2019,Quebec,Sentenced,"Total, custodial admission by sex",11933
2018/2019,Quebec,Sentenced,Male,10445
2018/2019,Quebec,Sentenced,Female,1488
2018/2019,Quebec,Sentenced,Sex unknown,0
2018/2019,Quebec,Remand,"Total, custodial admission by sex",27800
2018/2019,Quebec,Remand,Male,24679
2018/2019,Quebec,Remand,Female,3121
2018/2019,Quebec,Remand,Sex unknown,0
2018/2019,Quebec,Other custodial statuses,"Total, custodial admission by sex",3361
2018/2019,Quebec,Other custodial statuses,Male,2843
2018/2019,Quebec,Other custodial statuses,Female,518
2018/2019,Quebec,Other custodial statuses,Sex unknown,0
2018/2019,Ontario,"Total, custodial admissions","Total, custodial admission by sex",64818
2018/2019,Ontario,"Total, custodial admissions",Male,55991
2018/2019,Ontario,"Total, custodial admissions",Female,8827
2018/2019,Ontario,"Total, custodial admissions",Sex unknown,0
2018/2019,Ontario,Sentenced,"Total, custodial admission by sex",18905
2018/2019,Ontario,Sentenced,Male,16908
2018/2019,Ontario,Sentenced,Female,1997
2018/2019,Ontario,Sentenced,Sex unknown,0
2018/2019,Ontario,Remand,"Total, custodial admission by sex",41131
2018/2019,Ontario,Remand,Male,34832
2018/2019,Ontario,Remand,Female,6299
2018/2019,Ontario,Remand,Sex unknown,0
2018/2019,Ontario,Other custodial statuses,"Total, custodial admission by sex",4782
2018/2019,Ontario,Other custodial statuses,Male,4251
2018/2019,Ontario,Other custodial statuses,Female,531
2018/2019,Ontario,Other custodial statuses,Sex unknown,0
2018/2019,Manitoba,"Total, custodial admissions","Total, custodial admission by sex",28141
2018/2019,Manitoba,"Total, custodial admissions",Male,22177
2018/2019,Manitoba,"Total, custodial admissions",Female,5963
2018/2019,Manitoba,"Total, custodial admissions",Sex unknown,1
2018/2019,Manitoba,Sentenced,"Total, custodial admission by sex",6605
2018/2019,Manitoba,Sentenced,Male,5501
2018/2019,Manitoba,Sentenced,Female,1104
2018/2019,Manitoba,Sentenced,Sex unknown,0
2018/2019,Manitoba,Remand,"Total, custodial admission by sex",13925
2018/2019,Manitoba,Remand,Male,11093
2018/2019,Manitoba,Remand,Female,2831
2018/2019,Manitoba,Remand,Sex unknown,1
