REF_DATE,GEO,Custodial and community supervision,VALUE
2016/2017,Newfoundland and Labrador,"Total sentenced custody, actual-in count",4.6
2016/2017,Newfoundland and Labrador,"Sentenced secure custody, actual-in count",2.7
2016/2017,Newfoundland and Labrador,"Sentenced open custody, actual-in count",2
2016/2017,Newfoundland and Labrador,"Pre-trial detention and other temporary detention, actual-in count",4.9
2016/2017,Newfoundland and Labrador,"Incarceration rates per 10,000 young persons",3
2016/2017,Newfoundland and Labrador,Total community supervision count,193.3
2016/2017,Newfoundland and Labrador,"Probation, community supervision",155.5
2016/2017,Newfoundland and Labrador,"Community portion of custody sentence, community supervision",36
2016/2017,Newfoundland and Labrador,"Deferred custody, community supervision",1.8
2016/2017,Newfoundland and Labrador,"Intensive support and supervision, community supervision",0
2016/2017,Newfoundland and Labrador,"Probation rate per 10,000 young persons",48.72
2016/2017,Prince Edward Island,Total actual-in count,4
2016/2017,Prince Edward Island,"Total sentenced custody, actual-in count",3.4
2016/2017,Prince Edward Island,"Sentenced secure custody, actual-in count",2
2016/2017,Prince Edward Island,"Sentenced open custody, actual-in count",1.4
2016/2017,Prince Edward Island,"Pre-trial detention and other temporary detention, actual-in count",0.5
2016/2017,Prince Edward Island,"Incarceration rates per 10,000 young persons",4.02
2016/2017,Prince Edward Island,Total community supervision count,66
2016/2017,Prince Edward Island,"Probation, community supervision",60.8
2016/2017,Prince Edward Island,"Community portion of custody sentence, community supervision",4.7
2016/2017,Prince Edward Island,"Deferred custody, community supervision",0.5
2016/2017,Prince Edward Island,"Intensive support and supervision, community supervision",0
2016/2017,Prince Edward Island,"Probation rate per 10,000 young persons",61.78
2016/2017,Nova Scotia,Total actual-in count,22.9
2016/2017,Nova Scotia,"Total sentenced custody, actual-in count",10.9
2016/2017,Nova Scotia,"Sentenced secure custody, actual-in count",1.4
2016/2017,Nova Scotia,"Sentenced open custody, actual-in count",9.5
2016/2017,Nova Scotia,"Pre-trial detention and other temporary detention, actual-in count",10.9
2016/2017,Nova Scotia,"Incarceration rates per 10,000 young persons",4
2016/2017,Nova Scotia,Total community supervision count,
2016/2017,Nova Scotia,"Probation, community supervision",
2016/2017,Nova Scotia,"Community portion of custody sentence, community supervision",
2016/2017,Nova Scotia,"Deferred custody, community supervision",
2016/2017,Nova Scotia,"Intensive support and supervision, community supervision",
2016/2017,Nova Scotia,"Probation rate per 10,000 young persons",
2016/2017,New Brunswick,Total actual-in count,16.3
2016/2017,New Brunswick,"Total sentenced custody, actual-in count",9.7
2016/2017,New Brunswick,"Sentenced secure custody, actual-in count",4.9
2016/2017,New Brunswick,"Sentenced open custody, actual-in count",4.8
2016/2017,New Brunswick,"Pre-trial detention and other temporary detention, actual-in count",6.3
2016/2017,New Brunswick,"Incarceration rates per 10,000 young persons",3.48
2016/2017,New Brunswick,Total community supervision count,
2016/2017,New Brunswick,"Probation, community supervision",
2016/2017,New Brunswick,"Community portion of custody sentence, community supervision",
2016/2017,New Brunswick,"Deferred custody, community supervision",
2016/2017,New Brunswick,"Intensive support and supervision, community supervision",
2016/2017,New Brunswick,"Probation rate per 10,000 young persons",
2016/2017,Quebec,Total actual-in count,
2016/2017,Quebec,"Total sentenced custody, actual-in count",
2016/2017,Quebec,"Sentenced secure custody, actual-in count",
2016/2017,Quebec,"Sentenced open custody, actual-in count",
2016/2017,Quebec,"Pre-trial detention and other temporary detention, actual-in count",
2016/2017,Quebec,"Incarceration rates per 10,000 young persons",
2016/2017,Quebec,Total community supervision count,
2016/2017,Quebec,"Probation, community supervision",
2016/2017,Quebec,"Community portion of custody sentence, community supervision",
2016/2017,Quebec,"Deferred custody, community supervision",
2016/2017,Quebec,"Intensive support and supervision, community supervision",
2016/2017,Quebec,"Probation rate per 10,000 young persons",
2016/2017,Ontario,Total actual-in count,291.8
2016/2017,Ontario,"Total sentenced custody, actual-in count",97.4
2016/2017,Ontario,"Sentenced secure custody, actual-in count",54.4
2016/2017,Ontario,"Sentenced open custody, actual-in count",43
2016/2017,Ontario,"Pre-trial detention and other temporary detention, actual-in count",194.3
2016/2017,Ontario,"Incarceration rates per 10,000 young persons",3.16
2016/2017,Ontario,Total community supervision count,2629.4
2016/2017,Ontario,"Probation, community supervision",2505.1
2016/2017,Ontario,"Community portion of custody sentence, community supervision",68.2
2016/2017,Ontario,"Deferred custody, community supervision",23.2
2016/2017,Ontario,"Intensive support and supervision, community supervision",33
2016/2017,Ontario,"Probation rate per 10,000 young persons",27.16
2016/2017,Manitoba,Total actual-in count,216
2016/2017,Manitoba,"Total sentenced custody, actual-in count",68.3
2016/2017,Manitoba,"Sentenced secure custody, actual-in count",41.3
2016/2017,Manitoba,"Sentenced open custody, actual-in count",27
2016/2017,Manitoba,"Pre-trial detention and other temporary detention, actual-in count",131.1
2016/2017,Manitoba,"Incarceration rates per 10,000 young persons",22.01
2016/2017,Manitoba,Total community supervision count,1277.5
2016/2017,Manitoba,"Probation, community supervision",1180.4
2016/2017,Manitoba,"Community portion of custody sentence, community supervision",55.3
2016/2017,Manitoba,"Deferred custody, community supervision",41.8
2016/2017,Manitoba,"Intensive support and supervision, community supervision",
2016/2017,Manitoba,"Probation rate per 10,000 young persons",120.3
2016/2017,Saskatchewan,Total actual-in count,155.6
2016/2017,Saskatchewan,"Total sentenced custody, actual-in count",96.8
2016/2017,Saskatchewan,"Sentenced secure custody, actual-in count",54.5
2016/2017,Saskatchewan,"Sentenced open custody, actual-in count",42.3
2016/2017,Saskatchewan,"Pre-trial detention and other temporary detention, actual-in count",58.8
2016/2017,Saskatchewan,"Incarceration rates per 10,000 young persons",18.78
2016/2017,Saskatchewan,Total community supervision count,977
2016/2017,Saskatchewan,"Probation, community supervision",852.7
2016/2017,Saskatchewan,"Community portion of custody sentence, community supervision",60.2
2016/2017,Saskatchewan,"Deferred custody, community supervision",64.2
2016/2017,Saskatchewan,"Intensive support and supervision, community supervision",
2016/2017,Saskatchewan,"Probation rate per 10,000 young persons",102.92
2016/2017,Alberta,Total actual-in count,114
2016/2017,Alberta,"Total sentenced custody, actual-in count",34.1
2016/2017,Alberta,"Sentenced secure custody, actual-in count",32.8
2016/2017,Alberta,"Sentenced open custody, actual-in count",1.3
2016/2017,Alberta,"Pre-trial detention and other temporary detention, actual-in count",77
2016/2017,Alberta,"Incarceration rates per 10,000 young persons",4.04
2016/2017,Alberta,Total community supervision count,1007.1
2016/2017,Alberta,"Probation, community supervision",909.1
2016/2017,Alberta,"Community portion of custody sentence, community supervision",52
2016/2017,Alberta,"Deferred custody, community supervision",33.1
2016/2017,Alberta,"Intensive support and supervision, community supervision",12.9
2016/2017,Alberta,"Probation rate per 10,000 young persons",32.18
2016/2017,British Columbia,Total actual-in count,52.6
2016/2017,British Columbia,"Total sentenced custody, actual-in count",23.1
2016/2017,British Columbia,"Sentenced secure custody, actual-in count",10.9
2016/2017,British Columbia,"Sentenced open custody, actual-in count",12.2
2016/2017,British Columbia,"Pre-trial detention and other temporary detention, actual-in count",29.3
2016/2017,British Columbia,"Incarceration rates per 10,000 young persons",1.79
2016/2017,British Columbia,Total community supervision count,490.4
2016/2017,British Columbia,"Probation, community supervision",287.3
2016/2017,British Columbia,"Community portion of custody sentence, community supervision",10.8
2016/2017,British Columbia,"Deferred custody, community supervision",25
2016/2017,British Columbia,"Intensive support and supervision, community supervision",167.3
2016/2017,British Columbia,"Probation rate per 10,000 young persons",9.76
2016/2017,Yukon,Total actual-in count,2.8
2016/2017,Yukon,"Total sentenced custody, actual-in count",1.6
2016/2017,Yukon,"Sentenced secure custody, actual-in count",1.2
2016/2017,Yukon,"Sentenced open custody, actual-in count",0.4
2016/2017,Yukon,"Pre-trial detention and other temporary detention, actual-in count",1.1
2016/2017,Yukon,"Incarceration rates per 10,000 young persons",11.62
2016/2017,Yukon,Total community supervision count,25
2016/2017,Yukon,"Probation, community supervision",22.2
2016/2017,Yukon,"Community portion of custody sentence, community supervision",1.4
2016/2017,Yukon,"Deferred custody, community supervision",1.4
2016/2017,Yukon,"Intensive support and supervision, community supervision",
2016/2017,Yukon,"Probation rate per 10,000 young persons",91.22
2016/2017,Northwest Territories,Total actual-in count,4.8
2016/2017,Northwest Territories,"Total sentenced custody, actual-in count",2.3
2016/2017,Northwest Territories,"Sentenced secure custody, actual-in count",0.5
2016/2017,Northwest Territories,"Sentenced open custody, actual-in count",1.8
2016/2017,Northwest Territories,"Pre-trial detention and other temporary detention, actual-in count",2.3
2016/2017,Northwest Territories,"Incarceration rates per 10,000 young persons",15.86
2016/2017,Northwest Territories,Total community supervision count,18.4
2016/2017,Northwest Territories,"Probation, community supervision",17.2
2016/2017,Northwest Territories,"Community portion of custody sentence, community supervision",0.8
2016/2017,Northwest Territories,"Deferred custody, community supervision",0.5
2016/2017,Northwest Territories,"Intensive support and supervision, community supervision",0
2016/2017,Northwest Territories,"Probation rate per 10,000 young persons",56.99
2016/2017,Nunavut,Total actual-in count,6.8
2016/2017,Nunavut,"Total sentenced custody, actual-in count",3.4
2016/2017,Nunavut,"Sentenced secure custody, actual-in count",2.1
2016/2017,Nunavut,"Sentenced open custody, actual-in count",1.3
2016/2017,Nunavut,"Pre-trial detention and other temporary detention, actual-in count",3.4
2016/2017,Nunavut,"Incarceration rates per 10,000 young persons",18.02
2016/2017,Nunavut,Total community supervision count,35.3
2016/2017,Nunavut,"Probation, community supervision",35.3
2016/2017,Nunavut,"Community portion of custody sentence, community supervision",
2016/2017,Nunavut,"Deferred custody, community supervision",
2016/2017,Nunavut,"Intensive support and supervision, community supervision",
2016/2017,Nunavut,"Probation rate per 10,000 young persons",92.93
2017/2018,Provinces and Territories,Total actual-in count,795.2
2017/2018,Provinces and Territories,"Total sentenced custody, actual-in count",314
2017/2018,Provinces and Territories,"Sentenced secure custody, actual-in count",172.6
2017/2018,Provinces and Territories,"Sentenced open custody, actual-in count",141.4
2017/2018,Provinces and Territories,"Pre-trial detention and other temporary detention, actual-in count",464.5
2017/2018,Provinces and Territories,"Incarceration rates per 10,000 young persons",4.23
2017/2018,Provinces and Territories,Total community supervision count,6300.5
2017/2018,Provinces and Territories,"Probation, community supervision",5695.8
2017/2018,Provinces and Territories,"Community portion of custody sentence, community supervision",220.4
2017/2018,Provinces and Territories,"Deferred custody, community supervision",177
2017/2018,Provinces and Territories,"Intensive support and supervision, community supervision",207.3
2017/2018,Provinces and Territories,"Probation rate per 10,000 young persons",32.06
2017/2018,Newfoundland and Labrador,Total actual-in count,10.6
2017/2018,Newfoundland and Labrador,"Total sentenced custody, actual-in count",3.2
2017/2018,Newfoundland and Labrador,"Sentenced secure custody, actual-in count",1.5
2017/2018,Newfoundland and Labrador,"Sentenced open custody, actual-in count",1.7
2017/2018,Newfoundland and Labrador,"Pre-trial detention and other temporary detention, actual-in count",7.5
2017/2018,Newfoundland and Labrador,"Incarceration rates per 10,000 young persons",3.32
2017/2018,Newfoundland and Labrador,Total community supervision count,176.2
2017/2018,Newfoundland and Labrador,"Probation, community supervision",173.8
2017/2018,Newfoundland and Labrador,"Community portion of custody sentence, community supervision",1.2
2017/2018,Newfoundland and Labrador,"Deferred custody, community supervision",1.2
2017/2018,Newfoundland and Labrador,"Intensive support and supervision, community supervision",
2017/2018,Newfoundland and Labrador,"Probation rate per 10,000 young persons",54.29
2017/2018,Prince Edward Island,Total actual-in count,4.1
2017/2018,Prince Edward Island,"Total sentenced custody, actual-in count",3.2
2017/2018,Prince Edward Island,"Sentenced secure custody, actual-in count",2.2
2017/2018,Prince Edward Island,"Sentenced open custody, actual-in count",1
2017/2018,Prince Edward Island,"Pre-trial detention and other temporary detention, actual-in count",0.8
2017/2018,Prince Edward Island,"Incarceration rates per 10,000 young persons",4.02
2017/2018,Prince Edward Island,Total community supervision count,52.3
2017/2018,Prince Edward Island,"Probation, community supervision",47.8
2017/2018,Prince Edward Island,"Community portion of custody sentence, community supervision",4.2
2017/2018,Prince Edward Island,"Deferred custody, community supervision",0.3
2017/2018,Prince Edward Island,"Intensive support and supervision, community supervision",0
2017/2018,Prince Edward Island,"Probation rate per 10,000 young persons",47.33
2017/2018,Nova Scotia,Total actual-in count,22
2017/2018,Nova Scotia,"Total sentenced custody, actual-in count",11.2
2017/2018,Nova Scotia,"Sentenced secure custody, actual-in count",1.2
2017/2018,Nova Scotia,"Sentenced open custody, actual-in count",10
2017/2018,Nova Scotia,"Pre-trial detention and other temporary detention, actual-in count",9.8
2017/2018,Nova Scotia,"Incarceration rates per 10,000 young persons",3.82
2017/2018,Nova Scotia,Total community supervision count,
2017/2018,Nova Scotia,"Probation, community supervision",
2017/2018,Nova Scotia,"Community portion of custody sentence, community supervision",
2017/2018,Nova Scotia,"Deferred custody, community supervision",
2017/2018,Nova Scotia,"Intensive support and supervision, community supervision",
2017/2018,Nova Scotia,"Probation rate per 10,000 young persons",
2017/2018,New Brunswick,Total actual-in count,14.6
2017/2018,New Brunswick,"Total sentenced custody, actual-in count",8.5
2017/2018,New Brunswick,"Sentenced secure custody, actual-in count",3.5
2017/2018,New Brunswick,"Sentenced open custody, actual-in count",5
2017/2018,New Brunswick,"Pre-trial detention and other temporary detention, actual-in count",5.5
2017/2018,New Brunswick,"Incarceration rates per 10,000 young persons",3.09
2017/2018,New Brunswick,Total community supervision count,
2017/2018,New Brunswick,"Probation, community supervision",
2017/2018,New Brunswick,"Community portion of custody sentence, community supervision",
2017/2018,New Brunswick,"Deferred custody, community supervision",
2017/2018,New Brunswick,"Intensive support and supervision, community supervision",
2017/2018,New Brunswick,"Probation rate per 10,000 young persons",
2017/2018,Quebec,Total actual-in count,
2017/2018,Quebec,"Total sentenced custody, actual-in count",
2017/2018,Quebec,"Sentenced secure custody, actual-in count",
2017/2018,Quebec,"Sentenced open custody, actual-in count",
2017/2018,Quebec,"Pre-trial detention and other temporary detention, actual-in count",
2017/2018,Quebec,"Incarceration rates per 10,000 young persons",
2017/2018,Quebec,Total community supervision count,
2017/2018,Quebec,"Probation, community supervision",
2017/2018,Quebec,"Community portion of custody sentence, community supervision",
2017/2018,Quebec,"Deferred custody, community supervision",
2017/2018,Quebec,"Intensive support and supervision, community supervision",
2017/2018,Quebec,"Probation rate per 10,000 young persons",
2017/2018,Ontario,Total actual-in count,275.3
2017/2018,Ontario,"Total sentenced custody, actual-in count",83.5
2017/2018,Ontario,"Sentenced secure custody, actual-in count",47.5
2017/2018,Ontario,"Sentenced open custody, actual-in count",35.9
2017/2018,Ontario,"Pre-trial detention and other temporary detention, actual-in count",191.8
2017/2018,Ontario,"Incarceration rates per 10,000 young persons",2.91
2017/2018,Ontario,Total community supervision count,2477.6
2017/2018,Ontario,"Probation, community supervision",2350.2
2017/2018,Ontario,"Community portion of custody sentence, community supervision",61.3
2017/2018,Ontario,"Deferred custody, community supervision",29.3
2017/2018,Ontario,"Intensive support and supervision, community supervision",36.8
2017/2018,Ontario,"Probation rate per 10,000 young persons",24.82
2017/2018,Manitoba,Total actual-in count,185.1
2017/2018,Manitoba,"Total sentenced custody, actual-in count",74.7
2017/2018,Manitoba,"Sentenced secure custody, actual-in count",41.1
2017/2018,Manitoba,"Sentenced open custody, actual-in count",33.6
2017/2018,Manitoba,"Pre-trial detention and other temporary detention, actual-in count",99.2
2017/2018,Manitoba,"Incarceration rates per 10,000 young persons",18.59
2017/2018,Manitoba,Total community supervision count,1204.3
2017/2018,Manitoba,"Probation, community supervision",1119.5
2017/2018,Manitoba,"Community portion of custody sentence, community supervision",55.4
2017/2018,Manitoba,"Deferred custody, community supervision",29.3
2017/2018,Manitoba,"Intensive support and supervision, community supervision",
2017/2018,Manitoba,"Probation rate per 10,000 young persons",112.45
2017/2018,Saskatchewan,Total actual-in count,133.3
2017/2018,Saskatchewan,"Total sentenced custody, actual-in count",86.5
2017/2018,Saskatchewan,"Sentenced secure custody, actual-in count",43.7
2017/2018,Saskatchewan,"Sentenced open custody, actual-in count",42.8
2017/2018,Saskatchewan,"Pre-trial detention and other temporary detention, actual-in count",46.6
2017/2018,Saskatchewan,"Incarceration rates per 10,000 young persons",15.92
2017/2018,Saskatchewan,Total community supervision count,1007.2
2017/2018,Saskatchewan,"Probation, community supervision",910.8
2017/2018,Saskatchewan,"Community portion of custody sentence, community supervision",40.3
2017/2018,Saskatchewan,"Deferred custody, community supervision",56.1
2017/2018,Saskatchewan,"Intensive support and supervision, community supervision",
2017/2018,Saskatchewan,"Probation rate per 10,000 young persons",108.82
2017/2018,Alberta,Total actual-in count,90.6
2017/2018,Alberta,"Total sentenced custody, actual-in count",24.3
2017/2018,Alberta,"Sentenced secure custody, actual-in count",20.7
2017/2018,Alberta,"Sentenced open custody, actual-in count",3.6
2017/2018,Alberta,"Pre-trial detention and other temporary detention, actual-in count",63.7
2017/2018,Alberta,"Incarceration rates per 10,000 young persons",3.07
2017/2018,Alberta,Total community supervision count,914.3
2017/2018,Alberta,"Probation, community supervision",824.5
2017/2018,Alberta,"Community portion of custody sentence, community supervision",47.8
2017/2018,Alberta,"Deferred custody, community supervision",35.7
2017/2018,Alberta,"Intensive support and supervision, community supervision",6.3
2017/2018,Alberta,"Probation rate per 10,000 young persons",27.97
2017/2018,British Columbia,Total actual-in count,49.2
2017/2018,British Columbia,"Total sentenced custody, actual-in count",13.7
2017/2018,British Columbia,"Sentenced secure custody, actual-in count",8.2
2017/2018,British Columbia,"Sentenced open custody, actual-in count",5.4
2017/2018,British Columbia,"Pre-trial detention and other temporary detention, actual-in count",34.6
2017/2018,British Columbia,"Incarceration rates per 10,000 young persons",1.64
2017/2018,British Columbia,Total community supervision count,417.5
2017/2018,British Columbia,"Probation, community supervision",221.8
2017/2018,British Columbia,"Community portion of custody sentence, community supervision",8.2
2017/2018,British Columbia,"Deferred custody, community supervision",24
2017/2018,British Columbia,"Intensive support and supervision, community supervision",163.3
2017/2018,British Columbia,"Probation rate per 10,000 young persons",7.4
2017/2018,Yukon,Total actual-in count,2.7
2017/2018,Yukon,"Total sentenced custody, actual-in count",2
2017/2018,Yukon,"Sentenced secure custody, actual-in count",1.4
2017/2018,Yukon,"Sentenced open custody, actual-in count",0.6
2017/2018,Yukon,"Pre-trial detention and other temporary detention, actual-in count",0.7
2017/2018,Yukon,"Incarceration rates per 10,000 young persons",10.94
2017/2018,Yukon,Total community supervision count,4.5
2017/2018,Yukon,"Probation, community supervision",2.3
2017/2018,Yukon,"Community portion of custody sentence, community supervision",1.3
2017/2018,Yukon,"Deferred custody, community supervision",0.1
2017/2018,Yukon,"Intensive support and supervision, community supervision",0.8
2017/2018,Yukon,"Probation rate per 10,000 young persons",9.03
2017/2018,Northwest Territories,Total actual-in count,4.2
2017/2018,Northwest Territories,"Total sentenced custody, actual-in count",1.2
2017/2018,Northwest Territories,"Sentenced secure custody, actual-in count",0.3
2017/2018,Northwest Territories,"Sentenced open custody, actual-in count",0.8
2017/2018,Northwest Territories,"Pre-trial detention and other temporary detention, actual-in count",2.9
2017/2018,Northwest Territories,"Incarceration rates per 10,000 young persons",12.4
2017/2018,Northwest Territories,Total community supervision count,16.8
2017/2018,Northwest Territories,"Probation, community supervision",15.8
2017/2018,Northwest Territories,"Community portion of custody sentence, community supervision",0.8
2017/2018,Northwest Territories,"Deferred custody, community supervision",0.3
2017/2018,Northwest Territories,"Intensive support and supervision, community supervision",0
2017/2018,Northwest Territories,"Probation rate per 10,000 young persons",46.78
2017/2018,Nunavut,Total actual-in count,3.6
2017/2018,Nunavut,"Total sentenced custody, actual-in count",2.2
2017/2018,Nunavut,"Sentenced secure custody, actual-in count",1.3
2017/2018,Nunavut,"Sentenced open custody, actual-in count",0.9
2017/2018,Nunavut,"Pre-trial detention and other temporary detention, actual-in count",1.4
2017/2018,Nunavut,"Incarceration rates per 10,000 young persons",8.99
2017/2018,Nunavut,Total community supervision count,30.1
2017/2018,Nunavut,"Probation, community supervision",29.3
2017/2018,Nunavut,"Community portion of custody sentence, community supervision",
2017/2018,Nunavut,"Deferred custody, community supervision",0.8
2017/2018,Nunavut,"Intensive support and supervision, community supervision",
2017/2018,Nunavut,"Probation rate per 10,000 young persons",73.57
2018/2019,Provinces and Territories,Total actual-in count,716.3
2018/2019,Provinces and Territories,"Total sentenced custody, actual-in count",301.2
2018/2019,Provinces and Territories,"Sentenced secure custody, actual-in count",170.7
2018/2019,Provinces and Territories,"Sentenced open custody, actual-in count",130.5
2018/2019,Provinces and Territories,"Pre-trial detention and other temporary detention, actual-in count",399.1
2018/2019,Provinces and Territories,"Incarceration rates per 10,000 young persons",3.8
2018/2019,Provinces and Territories,Total community supervision count,5712.7
2018/2019,Provinces and Territories,"Probation, community supervision",5191
2018/2019,Provinces and Territories,"Community portion of custody sentence, community supervision",207.8
2018/2019,Provinces and Territories,"Deferred custody, community supervision",147.6
2018/2019,Provinces and Territories,"Intensive support and supervision, community supervision",166.3
2018/2019,Provinces and Territories,"Probation rate per 10,000 young persons",29.13
2018/2019,Newfoundland and Labrador,Total actual-in count,9.9
2018/2019,Newfoundland and Labrador,"Total sentenced custody, actual-in count",2.2
2018/2019,Newfoundland and Labrador,"Sentenced secure custody, actual-in count",1.7
2018/2019,Newfoundland and Labrador,"Sentenced open custody, actual-in count",0.6
2018/2019,Newfoundland and Labrador,"Pre-trial detention and other temporary detention, actual-in count",7.6
2018/2019,Newfoundland and Labrador,"Incarceration rates per 10,000 young persons",3.12
2018/2019,Newfoundland and Labrador,Total community supervision count,143.3
2018/2019,Newfoundland and Labrador,"Probation, community supervision",141.3
2018/2019,Newfoundland and Labrador,"Community portion of custody sentence, community supervision",1.4
2018/2019,Newfoundland and Labrador,"Deferred custody, community supervision",0.5
2018/2019,Newfoundland and Labrador,"Intensive support and supervision, community supervision",
2018/2019,Newfoundland and Labrador,"Probation rate per 10,000 young persons",44.71
2018/2019,Prince Edward Island,Total actual-in count,2.6
2018/2019,Prince Edward Island,"Total sentenced custody, actual-in count",2.3
2018/2019,Prince Edward Island,"Sentenced secure custody, actual-in count",0.8
2018/2019,Prince Edward Island,"Sentenced open custody, actual-in count",1.5
2018/2019,Prince Edward Island,"Pre-trial detention and other temporary detention, actual-in count",0.3
2018/2019,Prince Edward Island,"Incarceration rates per 10,000 young persons",2.54
2018/2019,Prince Edward Island,Total community supervision count,44.9
2018/2019,Prince Edward Island,"Probation, community supervision",41.4
2018/2019,Prince Edward Island,"Community portion of custody sentence, community supervision",3.1
2018/2019,Prince Edward Island,"Deferred custody, community supervision",0.4
2018/2019,Prince Edward Island,"Intensive support and supervision, community supervision",0
2018/2019,Prince Edward Island,"Probation rate per 10,000 young persons",40.85
2018/2019,Nova Scotia,Total actual-in count,12.4
2018/2019,Nova Scotia,"Total sentenced custody, actual-in count",6.6
2018/2019,Nova Scotia,"Sentenced secure custody, actual-in count",2.5
2018/2019,Nova Scotia,"Sentenced open custody, actual-in count",4.1
2018/2019,Nova Scotia,"Pre-trial detention and other temporary detention, actual-in count",4.6
2018/2019,Nova Scotia,"Incarceration rates per 10,000 young persons",2.18
2018/2019,Nova Scotia,Total community supervision count,
2018/2019,Nova Scotia,"Probation, community supervision",
2018/2019,Nova Scotia,"Community portion of custody sentence, community supervision",
2018/2019,Nova Scotia,"Deferred custody, community supervision",
2018/2019,Nova Scotia,"Intensive support and supervision, community supervision",
2018/2019,Nova Scotia,"Probation rate per 10,000 young persons",
2018/2019,New Brunswick,Total actual-in count,15.2
2018/2019,New Brunswick,"Total sentenced custody, actual-in count",9
2018/2019,New Brunswick,"Sentenced secure custody, actual-in count",4.2
2018/2019,New Brunswick,"Sentenced open custody, actual-in count",4.8
2018/2019,New Brunswick,"Pre-trial detention and other temporary detention, actual-in count",6
2018/2019,New Brunswick,"Incarceration rates per 10,000 young persons",3.24
2018/2019,New Brunswick,Total community supervision count,
2018/2019,New Brunswick,"Probation, community supervision",
2018/2019,New Brunswick,"Community portion of custody sentence, community supervision",
2018/2019,New Brunswick,"Deferred custody, community supervision",
2018/2019,New Brunswick,"Intensive support and supervision, community supervision",
2018/2019,New Brunswick,"Probation rate per 10,000 young persons",
2018/2019,Quebec,Total actual-in count,
2018/2019,Quebec,"Total sentenced custody, actual-in count",
2018/2019,Quebec,"Sentenced secure custody, actual-in count",
2018/2019,Quebec,"Sentenced open custody, actual-in count",
2018/2019,Quebec,"Pre-trial detention and other temporary detention, actual-in count",
2018/2019,Quebec,"Incarceration rates per 10,000 young persons",
2018/2019,Quebec,Total community supervision count,
2018/2019,Quebec,"Probation, community supervision",
2018/2019,Quebec,"Community portion of custody sentence, community supervision",
2018/2019,Quebec,"Deferred custody, community supervision",
2018/2019,Quebec,"Intensive support and supervision, community supervision",
2018/2019,Quebec,"Probation rate per 10,000 young persons",
2018/2019,Ontario,Total actual-in count,266.6
2018/2019,Ontario,"Total sentenced custody, actual-in count",87
2018/2019,Ontario,"Sentenced secure custody, actual-in count",51
2018/2019,Ontario,"Sentenced open custody, actual-in count",36
2018/2019,Ontario,"Pre-trial detention and other temporary detention, actual-in count",179.6
2018/2019,Ontario,"Incarceration rates per 10,000 young persons",2.81
2018/2019,Ontario,Total community supervision count,2256.5
2018/2019,Ontario,"Probation, community supervision",2136
2018/2019,Ontario,"Community portion of custody sentence, community supervision",62.3
2018/2019,Ontario,"Deferred custody, community supervision",25.7
2018/2019,Ontario,"Intensive support and supervision, community supervision",32.5
2018/2019,Ontario,"Probation rate per 10,000 young persons",22.52
2018/2019,Manitoba,Total actual-in count,154.7
2018/2019,Manitoba,"Total sentenced custody, actual-in count",72.7
2018/2019,Manitoba,"Sentenced secure custody, actual-in count",38.8
2018/2019,Manitoba,"Sentenced open custody, actual-in count",33.8
2018/2019,Manitoba,"Pre-trial detention and other temporary detention, actual-in count",72.5
2018/2019,Manitoba,"Incarceration rates per 10,000 young persons",15.61
2018/2019,Manitoba,Total community supervision count,1022.5
2018/2019,Manitoba,"Probation, community supervision",961.7
2018/2019,Manitoba,"Community portion of custody sentence, community supervision",40.7
2018/2019,Manitoba,"Deferred custody, community supervision",20.2
2018/2019,Manitoba,"Intensive support and supervision, community supervision",
2018/2019,Manitoba,"Probation rate per 10,000 young persons",97.02
2018/2019,Saskatchewan,Total actual-in count,121.5
2018/2019,Saskatchewan,"Total sentenced custody, actual-in count",82.5
2018/2019,Saskatchewan,"Sentenced secure custody, actual-in count",45.8
2018/2019,Saskatchewan,"Sentenced open custody, actual-in count",36.7
2018/2019,Saskatchewan,"Pre-trial detention and other temporary detention, actual-in count",38.5
2018/2019,Saskatchewan,"Incarceration rates per 10,000 young persons",14.42
2018/2019,Saskatchewan,Total community supervision count,831
2018/2019,Saskatchewan,"Probation, community supervision",747.1
2018/2019,Saskatchewan,"Community portion of custody sentence, community supervision",36.8
2018/2019,Saskatchewan,"Deferred custody, community supervision",47.2
2018/2019,Saskatchewan,"Intensive support and supervision, community supervision",
2018/2019,Saskatchewan,"Probation rate per 10,000 young persons",88.68
2018/2019,Alberta,Total actual-in count,92.9
2018/2019,Alberta,"Total sentenced custody, actual-in count",26.1
2018/2019,Alberta,"Sentenced secure custody, actual-in count",19.6
2018/2019,Alberta,"Sentenced open custody, actual-in count",6.5
2018/2019,Alberta,"Pre-trial detention and other temporary detention, actual-in count",62.9
2018/2019,Alberta,"Incarceration rates per 10,000 young persons",3.1
2018/2019,Alberta,Total community supervision count,874.3
2018/2019,Alberta,"Probation, community supervision",783
2018/2019,Alberta,"Community portion of custody sentence, community supervision",50.3
2018/2019,Alberta,"Deferred custody, community supervision",36.8
2018/2019,Alberta,"Intensive support and supervision, community supervision",4.3
2018/2019,Alberta,"Probation rate per 10,000 young persons",26.17
2018/2019,British Columbia,Total actual-in count,31.8
2018/2019,British Columbia,"Total sentenced custody, actual-in count",9.8
2018/2019,British Columbia,"Sentenced secure custody, actual-in count",4.1
2018/2019,British Columbia,"Sentenced open custody, actual-in count",5.7
