REF_DATE,GEO,Admissions and releases,Correctional services,VALUE
2012/2013,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Deferred custody and supervision,
2012/2013,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Supervised probation,
2012/2013,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Other community sentences,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Total correctional services,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Pre-trial detention,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Provincial director remand,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Secure custody,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Custody and supervision (secure),
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Young Offenders Act (YOA) (secure),
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Open custody,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Custody and supervision (open),
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Young Offenders Act (YOA) (open),
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Total community sentences,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Community Portion of Custody Supervision,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Intensive support and supervision,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Deferred custody and supervision,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Supervised probation,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Other community sentences,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Total correctional services,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Pre-trial detention,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Provincial director remand,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Secure custody,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Custody and supervision (secure),
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Young Offenders Act (YOA) (secure),
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Open custody,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Custody and supervision (open),
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Young Offenders Act (YOA) (open),
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Total community sentences,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Community Portion of Custody Supervision,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Intensive support and supervision,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Deferred custody and supervision,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Supervised probation,
2012/2013,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Other community sentences,
2012/2013,Manitoba,Youth admissions,Total correctional services,5473
2012/2013,Manitoba,Youth admissions,Pre-trial detention,2391
2012/2013,Manitoba,Youth admissions,Provincial director remand,267
2012/2013,Manitoba,Youth admissions,Secure custody,163
2012/2013,Manitoba,Youth admissions,Custody and supervision (secure),
2012/2013,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),
2012/2013,Manitoba,Youth admissions,Open custody,227
2012/2013,Manitoba,Youth admissions,Custody and supervision (open),
2012/2013,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),
2012/2013,Manitoba,Youth admissions,Total community sentences,2425
2012/2013,Manitoba,Youth admissions,Community Portion of Custody Supervision,379
2012/2013,Manitoba,Youth admissions,Intensive support and supervision,
2012/2013,Manitoba,Youth admissions,Deferred custody and supervision,155
2012/2013,Manitoba,Youth admissions,Supervised probation,957
2012/2013,Manitoba,Youth admissions,Other community sentences,934
2012/2013,Manitoba,Youth releases,Total correctional services,5488
2012/2013,Manitoba,Youth releases,Pre-trial detention,2437
2012/2013,Manitoba,Youth releases,Provincial director remand,267
2012/2013,Manitoba,Youth releases,Secure custody,169
2012/2013,Manitoba,Youth releases,Custody and supervision (secure),
2012/2013,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),
2012/2013,Manitoba,Youth releases,Open custody,227
2012/2013,Manitoba,Youth releases,Custody and supervision (open),
2012/2013,Manitoba,Youth releases,Young Offenders Act (YOA) (open),
2012/2013,Manitoba,Youth releases,Total community sentences,2388
2012/2013,Manitoba,Youth releases,Community Portion of Custody Supervision,374
2012/2013,Manitoba,Youth releases,Intensive support and supervision,
2012/2013,Manitoba,Youth releases,Deferred custody and supervision,147
2012/2013,Manitoba,Youth releases,Supervised probation,927
2012/2013,Manitoba,Youth releases,Other community sentences,940
2012/2013,Saskatchewan,Youth admissions,Total correctional services,
2012/2013,Saskatchewan,Youth admissions,Pre-trial detention,
2012/2013,Saskatchewan,Youth admissions,Provincial director remand,
2012/2013,Saskatchewan,Youth admissions,Secure custody,
2012/2013,Saskatchewan,Youth admissions,Custody and supervision (secure),
2012/2013,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
2012/2013,Saskatchewan,Youth admissions,Open custody,
2012/2013,Saskatchewan,Youth admissions,Custody and supervision (open),
2012/2013,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
2012/2013,Saskatchewan,Youth admissions,Total community sentences,
2012/2013,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,
2012/2013,Saskatchewan,Youth admissions,Intensive support and supervision,
2012/2013,Saskatchewan,Youth admissions,Deferred custody and supervision,
2012/2013,Saskatchewan,Youth admissions,Supervised probation,
2012/2013,Saskatchewan,Youth admissions,Other community sentences,
2012/2013,Saskatchewan,Youth releases,Total correctional services,
2012/2013,Saskatchewan,Youth releases,Pre-trial detention,
2012/2013,Saskatchewan,Youth releases,Provincial director remand,
2012/2013,Saskatchewan,Youth releases,Secure custody,
2012/2013,Saskatchewan,Youth releases,Custody and supervision (secure),
2012/2013,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
2012/2013,Saskatchewan,Youth releases,Open custody,
2012/2013,Saskatchewan,Youth releases,Custody and supervision (open),
2012/2013,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
2012/2013,Saskatchewan,Youth releases,Total community sentences,
2012/2013,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
2012/2013,Saskatchewan,Youth releases,Intensive support and supervision,
2012/2013,Saskatchewan,Youth releases,Deferred custody and supervision,
2012/2013,Saskatchewan,Youth releases,Supervised probation,
2012/2013,Saskatchewan,Youth releases,Other community sentences,
2012/2013,Alberta,Youth admissions,Total correctional services,
2012/2013,Alberta,Youth admissions,Pre-trial detention,
2012/2013,Alberta,Youth admissions,Provincial director remand,
2012/2013,Alberta,Youth admissions,Secure custody,
2012/2013,Alberta,Youth admissions,Custody and supervision (secure),
2012/2013,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
2012/2013,Alberta,Youth admissions,Open custody,
2012/2013,Alberta,Youth admissions,Custody and supervision (open),
2012/2013,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
2012/2013,Alberta,Youth admissions,Total community sentences,
2012/2013,Alberta,Youth admissions,Community Portion of Custody Supervision,
2012/2013,Alberta,Youth admissions,Intensive support and supervision,
2012/2013,Alberta,Youth admissions,Deferred custody and supervision,
2012/2013,Alberta,Youth admissions,Supervised probation,
2012/2013,Alberta,Youth admissions,Other community sentences,
2012/2013,Alberta,Youth releases,Total correctional services,
2012/2013,Alberta,Youth releases,Pre-trial detention,
2012/2013,Alberta,Youth releases,Provincial director remand,
2012/2013,Alberta,Youth releases,Secure custody,
2012/2013,Alberta,Youth releases,Custody and supervision (secure),
2012/2013,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
2012/2013,Alberta,Youth releases,Open custody,
2012/2013,Alberta,Youth releases,Custody and supervision (open),
2012/2013,Alberta,Youth releases,Young Offenders Act (YOA) (open),
2012/2013,Alberta,Youth releases,Total community sentences,
2012/2013,Alberta,Youth releases,Community Portion of Custody Supervision,
2012/2013,Alberta,Youth releases,Intensive support and supervision,
2012/2013,Alberta,Youth releases,Deferred custody and supervision,
2012/2013,Alberta,Youth releases,Supervised probation,
2012/2013,Alberta,Youth releases,Other community sentences,
2012/2013,British Columbia,Youth admissions,Total correctional services,5335
2012/2013,British Columbia,Youth admissions,Pre-trial detention,869
2012/2013,British Columbia,Youth admissions,Provincial director remand,55
2012/2013,British Columbia,Youth admissions,Secure custody,76
2012/2013,British Columbia,Youth admissions,Custody and supervision (secure),
2012/2013,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),
2012/2013,British Columbia,Youth admissions,Open custody,171
2012/2013,British Columbia,Youth admissions,Custody and supervision (open),
2012/2013,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
2012/2013,British Columbia,Youth admissions,Total community sentences,4164
2012/2013,British Columbia,Youth admissions,Community Portion of Custody Supervision,200
2012/2013,British Columbia,Youth admissions,Intensive support and supervision,243
2012/2013,British Columbia,Youth admissions,Deferred custody and supervision,188
2012/2013,British Columbia,Youth admissions,Supervised probation,938
2012/2013,British Columbia,Youth admissions,Other community sentences,2595
2012/2013,British Columbia,Youth releases,Total correctional services,5473
2012/2013,British Columbia,Youth releases,Pre-trial detention,876
2012/2013,British Columbia,Youth releases,Provincial director remand,58
2012/2013,British Columbia,Youth releases,Secure custody,74
2012/2013,British Columbia,Youth releases,Custody and supervision (secure),
2012/2013,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),
2012/2013,British Columbia,Youth releases,Open custody,177
2012/2013,British Columbia,Youth releases,Custody and supervision (open),
2012/2013,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
2012/2013,British Columbia,Youth releases,Total community sentences,4288
2012/2013,British Columbia,Youth releases,Community Portion of Custody Supervision,198
2012/2013,British Columbia,Youth releases,Intensive support and supervision,269
2012/2013,British Columbia,Youth releases,Deferred custody and supervision,202
2012/2013,British Columbia,Youth releases,Supervised probation,982
2012/2013,British Columbia,Youth releases,Other community sentences,2637
2012/2013,Yukon,Youth admissions,Total correctional services,127
2012/2013,Yukon,Youth admissions,Pre-trial detention,48
2012/2013,Yukon,Youth admissions,Provincial director remand,14
2012/2013,Yukon,Youth admissions,Secure custody,7
2012/2013,Yukon,Youth admissions,Custody and supervision (secure),
2012/2013,Yukon,Youth admissions,Young Offenders Act (YOA) (secure),
2012/2013,Yukon,Youth admissions,Open custody,9
2012/2013,Yukon,Youth admissions,Custody and supervision (open),
2012/2013,Yukon,Youth admissions,Young Offenders Act (YOA) (open),
2012/2013,Yukon,Youth admissions,Total community sentences,49
2012/2013,Yukon,Youth admissions,Community Portion of Custody Supervision,12
2012/2013,Yukon,Youth admissions,Intensive support and supervision,0
2012/2013,Yukon,Youth admissions,Deferred custody and supervision,8
2012/2013,Yukon,Youth admissions,Supervised probation,19
2012/2013,Yukon,Youth admissions,Other community sentences,10
2012/2013,Yukon,Youth releases,Total correctional services,121
2012/2013,Yukon,Youth releases,Pre-trial detention,47
2012/2013,Yukon,Youth releases,Provincial director remand,14
2012/2013,Yukon,Youth releases,Secure custody,5
2012/2013,Yukon,Youth releases,Custody and supervision (secure),
2012/2013,Yukon,Youth releases,Young Offenders Act (YOA) (secure),
2012/2013,Yukon,Youth releases,Open custody,6
2012/2013,Yukon,Youth releases,Custody and supervision (open),
2012/2013,Yukon,Youth releases,Young Offenders Act (YOA) (open),
2012/2013,Yukon,Youth releases,Total community sentences,49
2012/2013,Yukon,Youth releases,Community Portion of Custody Supervision,12
2012/2013,Yukon,Youth releases,Intensive support and supervision,0
2012/2013,Yukon,Youth releases,Deferred custody and supervision,2
2012/2013,Yukon,Youth releases,Supervised probation,20
2012/2013,Yukon,Youth releases,Other community sentences,15
2012/2013,Northwest Territories,Youth admissions,Total correctional services,116
2012/2013,Northwest Territories,Youth admissions,Pre-trial detention,25
2012/2013,Northwest Territories,Youth admissions,Provincial director remand,5
2012/2013,Northwest Territories,Youth admissions,Secure custody,6
2012/2013,Northwest Territories,Youth admissions,Custody and supervision (secure),
2012/2013,Northwest Territories,Youth admissions,Young Offenders Act (YOA) (secure),
2012/2013,Northwest Territories,Youth admissions,Open custody,10
2012/2013,Northwest Territories,Youth admissions,Custody and supervision (open),
2012/2013,Northwest Territories,Youth admissions,Young Offenders Act (YOA) (open),
2012/2013,Northwest Territories,Youth admissions,Total community sentences,70
2012/2013,Northwest Territories,Youth admissions,Community Portion of Custody Supervision,14
2012/2013,Northwest Territories,Youth admissions,Intensive support and supervision,0
2012/2013,Northwest Territories,Youth admissions,Deferred custody and supervision,5
2012/2013,Northwest Territories,Youth admissions,Supervised probation,51
2012/2013,Northwest Territories,Youth admissions,Other community sentences,0
2012/2013,Northwest Territories,Youth releases,Total correctional services,65
2012/2013,Northwest Territories,Youth releases,Pre-trial detention,21
2012/2013,Northwest Territories,Youth releases,Provincial director remand,5
2012/2013,Northwest Territories,Youth releases,Secure custody,2
2012/2013,Northwest Territories,Youth releases,Custody and supervision (secure),
2012/2013,Northwest Territories,Youth releases,Young Offenders Act (YOA) (secure),
2012/2013,Northwest Territories,Youth releases,Open custody,2
2012/2013,Northwest Territories,Youth releases,Custody and supervision (open),
2012/2013,Northwest Territories,Youth releases,Young Offenders Act (YOA) (open),
2012/2013,Northwest Territories,Youth releases,Total community sentences,35
2012/2013,Northwest Territories,Youth releases,Community Portion of Custody Supervision,13
2012/2013,Northwest Territories,Youth releases,Intensive support and supervision,
2012/2013,Northwest Territories,Youth releases,Deferred custody and supervision,2
2012/2013,Northwest Territories,Youth releases,Supervised probation,20
2012/2013,Northwest Territories,Youth releases,Other community sentences,
2012/2013,Nunavut,Youth admissions,Total correctional services,61
2012/2013,Nunavut,Youth admissions,Pre-trial detention,8
2012/2013,Nunavut,Youth admissions,Provincial director remand,
2012/2013,Nunavut,Youth admissions,Secure custody,9
2012/2013,Nunavut,Youth admissions,Custody and supervision (secure),
2012/2013,Nunavut,Youth admissions,Young Offenders Act (YOA) (secure),
2012/2013,Nunavut,Youth admissions,Open custody,6
2012/2013,Nunavut,Youth admissions,Custody and supervision (open),
2012/2013,Nunavut,Youth admissions,Young Offenders Act (YOA) (open),
2012/2013,Nunavut,Youth admissions,Total community sentences,38
2012/2013,Nunavut,Youth admissions,Community Portion of Custody Supervision,0
2012/2013,Nunavut,Youth admissions,Intensive support and supervision,
2012/2013,Nunavut,Youth admissions,Deferred custody and supervision,0
2012/2013,Nunavut,Youth admissions,Supervised probation,35
2012/2013,Nunavut,Youth admissions,Other community sentences,3
2012/2013,Nunavut,Youth releases,Total correctional services,61
2012/2013,Nunavut,Youth releases,Pre-trial detention,8
2012/2013,Nunavut,Youth releases,Provincial director remand,
2012/2013,Nunavut,Youth releases,Secure custody,6
2012/2013,Nunavut,Youth releases,Custody and supervision (secure),
2012/2013,Nunavut,Youth releases,Young Offenders Act (YOA) (secure),
2012/2013,Nunavut,Youth releases,Open custody,2
2012/2013,Nunavut,Youth releases,Custody and supervision (open),
2012/2013,Nunavut,Youth releases,Young Offenders Act (YOA) (open),
2012/2013,Nunavut,Youth releases,Total community sentences,45
2012/2013,Nunavut,Youth releases,Community Portion of Custody Supervision,0
2012/2013,Nunavut,Youth releases,Intensive support and supervision,
2012/2013,Nunavut,Youth releases,Deferred custody and supervision,0
2012/2013,Nunavut,Youth releases,Supervised probation,37
2012/2013,Nunavut,Youth releases,Other community sentences,8
2013/2014,Provinces and territories,Youth admissions,Total correctional services,20975
2013/2014,Provinces and territories,Youth admissions,Pre-trial detention,7081
2013/2014,Provinces and territories,Youth admissions,Provincial director remand,358
2013/2014,Provinces and territories,Youth admissions,Secure custody,644
2013/2014,Provinces and territories,Youth admissions,Custody and supervision (secure),
2013/2014,Provinces and territories,Youth admissions,Young Offenders Act (YOA) (secure),
2013/2014,Provinces and territories,Youth admissions,Open custody,863
2013/2014,Provinces and territories,Youth admissions,Custody and supervision (open),
2013/2014,Provinces and territories,Youth admissions,Young Offenders Act (YOA) (open),
2013/2014,Provinces and territories,Youth admissions,Total community sentences,12029
2013/2014,Provinces and territories,Youth admissions,Community Portion of Custody Supervision,1413
2013/2014,Provinces and territories,Youth admissions,Intensive support and supervision,208
2013/2014,Provinces and territories,Youth admissions,Deferred custody and supervision,688
2013/2014,Provinces and territories,Youth admissions,Supervised probation,5923
2013/2014,Provinces and territories,Youth admissions,Other community sentences,3797
2013/2014,Provinces and territories,Youth releases,Total correctional services,22495
2013/2014,Provinces and territories,Youth releases,Pre-trial detention,7193
2013/2014,Provinces and territories,Youth releases,Provincial director remand,291
2013/2014,Provinces and territories,Youth releases,Secure custody,682
2013/2014,Provinces and territories,Youth releases,Custody and supervision (secure),
2013/2014,Provinces and territories,Youth releases,Young Offenders Act (YOA) (secure),
2013/2014,Provinces and territories,Youth releases,Open custody,876
2013/2014,Provinces and territories,Youth releases,Custody and supervision (open),
2013/2014,Provinces and territories,Youth releases,Young Offenders Act (YOA) (open),
2013/2014,Provinces and territories,Youth releases,Total community sentences,13453
2013/2014,Provinces and territories,Youth releases,Community Portion of Custody Supervision,1428
2013/2014,Provinces and territories,Youth releases,Intensive support and supervision,239
2013/2014,Provinces and territories,Youth releases,Deferred custody and supervision,706
2013/2014,Provinces and territories,Youth releases,Supervised probation,7064
2013/2014,Provinces and territories,Youth releases,Other community sentences,4016
2013/2014,Newfoundland and Labrador,Youth admissions,Total correctional services,334
2013/2014,Newfoundland and Labrador,Youth admissions,Pre-trial detention,64
2013/2014,Newfoundland and Labrador,Youth admissions,Provincial director remand,1
2013/2014,Newfoundland and Labrador,Youth admissions,Secure custody,27
2013/2014,Newfoundland and Labrador,Youth admissions,Custody and supervision (secure),
2013/2014,Newfoundland and Labrador,Youth admissions,Young Offenders Act (YOA) (secure),
2013/2014,Newfoundland and Labrador,Youth admissions,Open custody,14
2013/2014,Newfoundland and Labrador,Youth admissions,Custody and supervision (open),
2013/2014,Newfoundland and Labrador,Youth admissions,Young Offenders Act (YOA) (open),
2013/2014,Newfoundland and Labrador,Youth admissions,Total community sentences,228
2013/2014,Newfoundland and Labrador,Youth admissions,Community Portion of Custody Supervision,40
2013/2014,Newfoundland and Labrador,Youth admissions,Intensive support and supervision,0
2013/2014,Newfoundland and Labrador,Youth admissions,Deferred custody and supervision,12
2013/2014,Newfoundland and Labrador,Youth admissions,Supervised probation,144
2013/2014,Newfoundland and Labrador,Youth admissions,Other community sentences,32
2013/2014,Newfoundland and Labrador,Youth releases,Total correctional services,384
2013/2014,Newfoundland and Labrador,Youth releases,Pre-trial detention,64
2013/2014,Newfoundland and Labrador,Youth releases,Provincial director remand,0
2013/2014,Newfoundland and Labrador,Youth releases,Secure custody,25
2013/2014,Newfoundland and Labrador,Youth releases,Custody and supervision (secure),
2013/2014,Newfoundland and Labrador,Youth releases,Young Offenders Act (YOA) (secure),
2013/2014,Newfoundland and Labrador,Youth releases,Open custody,19
2013/2014,Newfoundland and Labrador,Youth releases,Custody and supervision (open),
2013/2014,Newfoundland and Labrador,Youth releases,Young Offenders Act (YOA) (open),
2013/2014,Newfoundland and Labrador,Youth releases,Total community sentences,276
2013/2014,Newfoundland and Labrador,Youth releases,Community Portion of Custody Supervision,34
2013/2014,Newfoundland and Labrador,Youth releases,Intensive support and supervision,0
2013/2014,Newfoundland and Labrador,Youth releases,Deferred custody and supervision,10
2013/2014,Newfoundland and Labrador,Youth releases,Supervised probation,179
2013/2014,Newfoundland and Labrador,Youth releases,Other community sentences,53
2013/2014,Prince Edward Island,Youth admissions,Total correctional services,308
2013/2014,Prince Edward Island,Youth admissions,Pre-trial detention,25
2013/2014,Prince Edward Island,Youth admissions,Provincial director remand,8
2013/2014,Prince Edward Island,Youth admissions,Secure custody,5
2013/2014,Prince Edward Island,Youth admissions,Custody and supervision (secure),
2013/2014,Prince Edward Island,Youth admissions,Young Offenders Act (YOA) (secure),
2013/2014,Prince Edward Island,Youth admissions,Open custody,25
2013/2014,Prince Edward Island,Youth admissions,Custody and supervision (open),
2013/2014,Prince Edward Island,Youth admissions,Young Offenders Act (YOA) (open),
2013/2014,Prince Edward Island,Youth admissions,Total community sentences,245
2013/2014,Prince Edward Island,Youth admissions,Community Portion of Custody Supervision,35
2013/2014,Prince Edward Island,Youth admissions,Intensive support and supervision,
2013/2014,Prince Edward Island,Youth admissions,Deferred custody and supervision,1
2013/2014,Prince Edward Island,Youth admissions,Supervised probation,116
2013/2014,Prince Edward Island,Youth admissions,Other community sentences,93
2013/2014,Prince Edward Island,Youth releases,Total correctional services,291
2013/2014,Prince Edward Island,Youth releases,Pre-trial detention,14
2013/2014,Prince Edward Island,Youth releases,Provincial director remand,8
2013/2014,Prince Edward Island,Youth releases,Secure custody,6
2013/2014,Prince Edward Island,Youth releases,Custody and supervision (secure),
2013/2014,Prince Edward Island,Youth releases,Young Offenders Act (YOA) (secure),
2013/2014,Prince Edward Island,Youth releases,Open custody,21
2013/2014,Prince Edward Island,Youth releases,Custody and supervision (open),
2013/2014,Prince Edward Island,Youth releases,Young Offenders Act (YOA) (open),
2013/2014,Prince Edward Island,Youth releases,Total community sentences,242
2013/2014,Prince Edward Island,Youth releases,Community Portion of Custody Supervision,36
2013/2014,Prince Edward Island,Youth releases,Intensive support and supervision,
2013/2014,Prince Edward Island,Youth releases,Deferred custody and supervision,2
2013/2014,Prince Edward Island,Youth releases,Supervised probation,120
2013/2014,Prince Edward Island,Youth releases,Other community sentences,84
2013/2014,Nova Scotia,Youth admissions,Total correctional services,
2013/2014,Nova Scotia,Youth admissions,Pre-trial detention,
2013/2014,Nova Scotia,Youth admissions,Provincial director remand,
2013/2014,Nova Scotia,Youth admissions,Secure custody,
2013/2014,Nova Scotia,Youth admissions,Custody and supervision (secure),
2013/2014,Nova Scotia,Youth admissions,Young Offenders Act (YOA) (secure),
2013/2014,Nova Scotia,Youth admissions,Open custody,
2013/2014,Nova Scotia,Youth admissions,Custody and supervision (open),
2013/2014,Nova Scotia,Youth admissions,Young Offenders Act (YOA) (open),
2013/2014,Nova Scotia,Youth admissions,Total community sentences,
2013/2014,Nova Scotia,Youth admissions,Community Portion of Custody Supervision,
2013/2014,Nova Scotia,Youth admissions,Intensive support and supervision,
2013/2014,Nova Scotia,Youth admissions,Deferred custody and supervision,
2013/2014,Nova Scotia,Youth admissions,Supervised probation,
2013/2014,Nova Scotia,Youth admissions,Other community sentences,
2013/2014,Nova Scotia,Youth releases,Total correctional services,
2013/2014,Nova Scotia,Youth releases,Pre-trial detention,
2013/2014,Nova Scotia,Youth releases,Provincial director remand,
2013/2014,Nova Scotia,Youth releases,Secure custody,
2013/2014,Nova Scotia,Youth releases,Custody and supervision (secure),
2013/2014,Nova Scotia,Youth releases,Young Offenders Act (YOA) (secure),
2013/2014,Nova Scotia,Youth releases,Open custody,
2013/2014,Nova Scotia,Youth releases,Custody and supervision (open),
2013/2014,Nova Scotia,Youth releases,Young Offenders Act (YOA) (open),
2013/2014,Nova Scotia,Youth releases,Total community sentences,
2013/2014,Nova Scotia,Youth releases,Community Portion of Custody Supervision,
2013/2014,Nova Scotia,Youth releases,Intensive support and supervision,
2013/2014,Nova Scotia,Youth releases,Deferred custody and supervision,
2013/2014,Nova Scotia,Youth releases,Supervised probation,
2013/2014,Nova Scotia,Youth releases,Other community sentences,
2013/2014,New Brunswick,Youth admissions,Total correctional services,939
2013/2014,New Brunswick,Youth admissions,Pre-trial detention,229
2013/2014,New Brunswick,Youth admissions,Provincial director remand,50
2013/2014,New Brunswick,Youth admissions,Secure custody,51
2013/2014,New Brunswick,Youth admissions,Custody and supervision (secure),
2013/2014,New Brunswick,Youth admissions,Young Offenders Act (YOA) (secure),
2013/2014,New Brunswick,Youth admissions,Open custody,27
2013/2014,New Brunswick,Youth admissions,Custody and supervision (open),
2013/2014,New Brunswick,Youth admissions,Young Offenders Act (YOA) (open),
2013/2014,New Brunswick,Youth admissions,Total community sentences,582
2013/2014,New Brunswick,Youth admissions,Community Portion of Custody Supervision,69
2013/2014,New Brunswick,Youth admissions,Intensive support and supervision,
2013/2014,New Brunswick,Youth admissions,Deferred custody and supervision,71
2013/2014,New Brunswick,Youth admissions,Supervised probation,249
2013/2014,New Brunswick,Youth admissions,Other community sentences,193
2013/2014,New Brunswick,Youth releases,Total correctional services,986
2013/2014,New Brunswick,Youth releases,Pre-trial detention,233
2013/2014,New Brunswick,Youth releases,Provincial director remand,48
2013/2014,New Brunswick,Youth releases,Secure custody,58
2013/2014,New Brunswick,Youth releases,Custody and supervision (secure),
2013/2014,New Brunswick,Youth releases,Young Offenders Act (YOA) (secure),
2013/2014,New Brunswick,Youth releases,Open custody,29
2013/2014,New Brunswick,Youth releases,Custody and supervision (open),
2013/2014,New Brunswick,Youth releases,Young Offenders Act (YOA) (open),
2013/2014,New Brunswick,Youth releases,Total community sentences,618
2013/2014,New Brunswick,Youth releases,Community Portion of Custody Supervision,71
2013/2014,New Brunswick,Youth releases,Intensive support and supervision,
2013/2014,New Brunswick,Youth releases,Deferred custody and supervision,68
2013/2014,New Brunswick,Youth releases,Supervised probation,259
2013/2014,New Brunswick,Youth releases,Other community sentences,220
2013/2014,Quebec,Youth admissions,Total correctional services,
2013/2014,Quebec,Youth admissions,Pre-trial detention,
2013/2014,Quebec,Youth admissions,Provincial director remand,
2013/2014,Quebec,Youth admissions,Secure custody,
2013/2014,Quebec,Youth admissions,Custody and supervision (secure),
2013/2014,Quebec,Youth admissions,Young Offenders Act (YOA) (secure),
2013/2014,Quebec,Youth admissions,Open custody,
2013/2014,Quebec,Youth admissions,Custody and supervision (open),
2013/2014,Quebec,Youth admissions,Young Offenders Act (YOA) (open),
2013/2014,Quebec,Youth admissions,Total community sentences,
2013/2014,Quebec,Youth admissions,Community Portion of Custody Supervision,
2013/2014,Quebec,Youth admissions,Intensive support and supervision,
2013/2014,Quebec,Youth admissions,Deferred custody and supervision,
2013/2014,Quebec,Youth admissions,Supervised probation,
2013/2014,Quebec,Youth admissions,Other community sentences,
2013/2014,Quebec,Youth releases,Total correctional services,
2013/2014,Quebec,Youth releases,Pre-trial detention,
2013/2014,Quebec,Youth releases,Provincial director remand,
2013/2014,Quebec,Youth releases,Secure custody,
2013/2014,Quebec,Youth releases,Custody and supervision (secure),
2013/2014,Quebec,Youth releases,Young Offenders Act (YOA) (secure),
2013/2014,Quebec,Youth releases,Open custody,
2013/2014,Quebec,Youth releases,Custody and supervision (open),
2013/2014,Quebec,Youth releases,Young Offenders Act (YOA) (open),
2013/2014,Quebec,Youth releases,Total community sentences,
2013/2014,Quebec,Youth releases,Community Portion of Custody Supervision,
2013/2014,Quebec,Youth releases,Intensive support and supervision,
2013/2014,Quebec,Youth releases,Deferred custody and supervision,
2013/2014,Quebec,Youth releases,Supervised probation,
2013/2014,Quebec,Youth releases,Other community sentences,
2013/2014,Ontario,Youth admissions,Total correctional services,9359
2013/2014,Ontario,Youth admissions,Pre-trial detention,3650
2013/2014,Ontario,Youth admissions,Provincial director remand,
2013/2014,Ontario,Youth admissions,Secure custody,328
2013/2014,Ontario,Youth admissions,Custody and supervision (secure),
