"REF_DATE","GEO","DGUID","Sex","Length of time served","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014/2015","Provinces and territories","2016A000011124","Sex unknown","Total number of releases","Number","223","units","0","v32707537","1.4.1","0","","","","0"
"2014/2015","Provinces and territories","2016A000011124","Sex unknown","1 week or less","Number","223","units","0","v32707538","1.4.2","0","","","","0"
"2014/2015","Provinces and territories","2016A000011124","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707539","1.4.3","0","","","","0"
"2014/2015","Provinces and territories","2016A000011124","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707540","1.4.4","0","","","","0"
"2014/2015","Provinces and territories","2016A000011124","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707541","1.4.5","0","","","","0"
"2014/2015","Provinces and territories","2016A000011124","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707542","1.4.6","0","","","","0"
"2014/2015","Provinces and territories","2016A000011124","Sex unknown","Greater than 2 years","Number","223","units","0","v32707543","1.4.7","0","","","","0"
"2014/2015","Provinces and territories","2016A000011124","Sex unknown","Length of time unknown","Number","223","units","0","v32707544","1.4.8","0","","","","0"
"2014/2015","Provinces and territories","2016A000011124","Sex unknown","Mean time served","Days","77","units","0","v41501622","1.4.9","","..","","","0"
"2014/2015","Provinces and territories","2016A000011124","Sex unknown","Median time served","Days","77","units","0","v41501623","1.4.10","","..","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total sex","Total number of releases","Number","223","units","0","v32707547","2.1.1","61","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total sex","1 week or less","Number","223","units","0","v32707548","2.1.2","42","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707549","2.1.3","12","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707550","2.1.4","7","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707551","2.1.5","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707552","2.1.6","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total sex","Greater than 2 years","Number","223","units","0","v32707553","2.1.7","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total sex","Length of time unknown","Number","223","units","0","v32707554","2.1.8","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total sex","Mean time served","Days","77","units","0","v32707555","2.1.9","11","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total sex","Median time served","Days","77","units","0","v32707556","2.1.10","3","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Males","Total number of releases","Number","223","units","0","v32707557","2.2.1","43","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Males","1 week or less","Number","223","units","0","v32707558","2.2.2","26","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707559","2.2.3","10","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707560","2.2.4","7","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707561","2.2.5","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707562","2.2.6","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Males","Greater than 2 years","Number","223","units","0","v32707563","2.2.7","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Males","Length of time unknown","Number","223","units","0","v32707564","2.2.8","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Males","Mean time served","Days","77","units","0","v32707565","2.2.9","14","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Males","Median time served","Days","77","units","0","v32707566","2.2.10","4","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Females","Total number of releases","Number","223","units","0","v32707567","2.3.1","18","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Females","1 week or less","Number","223","units","0","v32707568","2.3.2","16","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707569","2.3.3","2","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707570","2.3.4","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707571","2.3.5","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707572","2.3.6","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Females","Greater than 2 years","Number","223","units","0","v32707573","2.3.7","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Females","Length of time unknown","Number","223","units","0","v32707574","2.3.8","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Females","Mean time served","Days","77","units","0","v32707575","2.3.9","3","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Females","Median time served","Days","77","units","0","v32707576","2.3.10","2","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Sex unknown","Total number of releases","Number","223","units","0","v41501624","2.4.1","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Sex unknown","1 week or less","Number","223","units","0","v41501625","2.4.2","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v41501626","2.4.3","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v41501627","2.4.4","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v41501628","2.4.5","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v41501629","2.4.6","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Sex unknown","Greater than 2 years","Number","223","units","0","v41501630","2.4.7","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Sex unknown","Length of time unknown","Number","223","units","0","v41501631","2.4.8","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Sex unknown","Mean time served","Days","77","units","0","v47394757","2.4.9","0","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Sex unknown","Median time served","Days","77","units","0","v47394758","2.4.10","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total sex","Total number of releases","Number","223","units","0","v32707577","3.1.1","5","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total sex","1 week or less","Number","223","units","0","v32707578","3.1.2","3","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707579","3.1.3","1","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707580","3.1.4","1","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707581","3.1.5","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707582","3.1.6","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total sex","Greater than 2 years","Number","223","units","0","v32707583","3.1.7","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total sex","Length of time unknown","Number","223","units","0","v32707584","3.1.8","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total sex","Mean time served","Days","77","units","0","v32707585","3.1.9","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total sex","Median time served","Days","77","units","0","v32707586","3.1.10","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Males","Total number of releases","Number","223","units","0","v32707587","3.2.1","4","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Males","1 week or less","Number","223","units","0","v32707588","3.2.2","3","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707589","3.2.3","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707590","3.2.4","1","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707591","3.2.5","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707592","3.2.6","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Males","Greater than 2 years","Number","223","units","0","v32707593","3.2.7","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Males","Length of time unknown","Number","223","units","0","v32707594","3.2.8","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Males","Mean time served","Days","77","units","0","v32707595","3.2.9","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Males","Median time served","Days","77","units","0","v32707596","3.2.10","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Females","Total number of releases","Number","223","units","0","v32707597","3.3.1","1","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Females","1 week or less","Number","223","units","0","v32707598","3.3.2","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707599","3.3.3","1","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707600","3.3.4","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707601","3.3.5","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707602","3.3.6","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Females","Greater than 2 years","Number","223","units","0","v32707603","3.3.7","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Females","Length of time unknown","Number","223","units","0","v32707604","3.3.8","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Females","Mean time served","Days","77","units","0","v32707605","3.3.9","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Females","Median time served","Days","77","units","0","v32707606","3.3.10","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Sex unknown","Total number of releases","Number","223","units","0","v32707607","3.4.1","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Sex unknown","1 week or less","Number","223","units","0","v32707608","3.4.2","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707609","3.4.3","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707610","3.4.4","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707611","3.4.5","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707612","3.4.6","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Sex unknown","Greater than 2 years","Number","223","units","0","v32707613","3.4.7","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Sex unknown","Length of time unknown","Number","223","units","0","v32707614","3.4.8","0","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Sex unknown","Mean time served","Days","77","units","0","v79971842","3.4.9","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Sex unknown","Median time served","Days","77","units","0","v79971843","3.4.10","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Total sex","Total number of releases","Number","223","units","0","v32707615","4.1.1","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Total sex","1 week or less","Number","223","units","0","v32707616","4.1.2","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707617","4.1.3","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707618","4.1.4","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707619","4.1.5","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707620","4.1.6","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Total sex","Greater than 2 years","Number","223","units","0","v32707621","4.1.7","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Total sex","Length of time unknown","Number","223","units","0","v32707622","4.1.8","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Total sex","Mean time served","Days","77","units","0","v32707623","4.1.9","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Total sex","Median time served","Days","77","units","0","v32707624","4.1.10","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Males","Total number of releases","Number","223","units","0","v32707625","4.2.1","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Males","1 week or less","Number","223","units","0","v32707626","4.2.2","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707627","4.2.3","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707628","4.2.4","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707629","4.2.5","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707630","4.2.6","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Males","Greater than 2 years","Number","223","units","0","v32707631","4.2.7","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Males","Length of time unknown","Number","223","units","0","v32707632","4.2.8","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Males","Mean time served","Days","77","units","0","v32707633","4.2.9","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Males","Median time served","Days","77","units","0","v32707634","4.2.10","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Females","Total number of releases","Number","223","units","0","v32707635","4.3.1","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Females","1 week or less","Number","223","units","0","v32707636","4.3.2","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707637","4.3.3","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707638","4.3.4","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707639","4.3.5","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707640","4.3.6","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Females","Greater than 2 years","Number","223","units","0","v32707641","4.3.7","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Females","Length of time unknown","Number","223","units","0","v32707642","4.3.8","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Females","Mean time served","Days","77","units","0","v32707643","4.3.9","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Females","Median time served","Days","77","units","0","v32707644","4.3.10","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Sex unknown","Total number of releases","Number","223","units","0","v32707645","4.4.1","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Sex unknown","1 week or less","Number","223","units","0","v32707646","4.4.2","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707647","4.4.3","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707648","4.4.4","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707649","4.4.5","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707650","4.4.6","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Sex unknown","Greater than 2 years","Number","223","units","0","v32707651","4.4.7","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Sex unknown","Length of time unknown","Number","223","units","0","v32707652","4.4.8","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Sex unknown","Mean time served","Days","77","units","0","v32707653","4.4.9","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Sex unknown","Median time served","Days","77","units","0","v32707654","4.4.10","","..","","","0"
"2014/2015","New Brunswick","2016A000213","Total sex","Total number of releases","Number","223","units","0","v32707655","5.1.1","252","","","","0"
"2014/2015","New Brunswick","2016A000213","Total sex","1 week or less","Number","223","units","0","v32707656","5.1.2","142","","","","0"
"2014/2015","New Brunswick","2016A000213","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707657","5.1.3","65","","","","0"
"2014/2015","New Brunswick","2016A000213","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707658","5.1.4","45","","","","0"
"2014/2015","New Brunswick","2016A000213","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707659","5.1.5","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707660","5.1.6","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Total sex","Greater than 2 years","Number","223","units","0","v32707661","5.1.7","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Total sex","Length of time unknown","Number","223","units","0","v32707662","5.1.8","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Total sex","Mean time served","Days","77","units","0","v32707663","5.1.9","16","","","","0"
"2014/2015","New Brunswick","2016A000213","Total sex","Median time served","Days","77","units","0","v32707664","5.1.10","5","","","","0"
"2014/2015","New Brunswick","2016A000213","Males","Total number of releases","Number","223","units","0","v32707665","5.2.1","187","","","","0"
"2014/2015","New Brunswick","2016A000213","Males","1 week or less","Number","223","units","0","v32707666","5.2.2","104","","","","0"
"2014/2015","New Brunswick","2016A000213","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707667","5.2.3","49","","","","0"
"2014/2015","New Brunswick","2016A000213","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707668","5.2.4","34","","","","0"
"2014/2015","New Brunswick","2016A000213","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707669","5.2.5","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707670","5.2.6","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Males","Greater than 2 years","Number","223","units","0","v32707671","5.2.7","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Males","Length of time unknown","Number","223","units","0","v32707672","5.2.8","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Males","Mean time served","Days","77","units","0","v32707673","5.2.9","16","","","","0"
"2014/2015","New Brunswick","2016A000213","Males","Median time served","Days","77","units","0","v32707674","5.2.10","5","","","","0"
"2014/2015","New Brunswick","2016A000213","Females","Total number of releases","Number","223","units","0","v32707675","5.3.1","65","","","","0"
"2014/2015","New Brunswick","2016A000213","Females","1 week or less","Number","223","units","0","v32707676","5.3.2","38","","","","0"
"2014/2015","New Brunswick","2016A000213","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707677","5.3.3","16","","","","0"
"2014/2015","New Brunswick","2016A000213","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707678","5.3.4","11","","","","0"
"2014/2015","New Brunswick","2016A000213","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707679","5.3.5","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707680","5.3.6","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Females","Greater than 2 years","Number","223","units","0","v32707681","5.3.7","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Females","Length of time unknown","Number","223","units","0","v32707682","5.3.8","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Females","Mean time served","Days","77","units","0","v32707683","5.3.9","15","","","","0"
"2014/2015","New Brunswick","2016A000213","Females","Median time served","Days","77","units","0","v32707684","5.3.10","5","","","","0"
"2014/2015","New Brunswick","2016A000213","Sex unknown","Total number of releases","Number","223","units","0","v32707685","5.4.1","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Sex unknown","1 week or less","Number","223","units","0","v32707686","5.4.2","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707687","5.4.3","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707688","5.4.4","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707689","5.4.5","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707690","5.4.6","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Sex unknown","Greater than 2 years","Number","223","units","0","v32707691","5.4.7","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Sex unknown","Length of time unknown","Number","223","units","0","v32707692","5.4.8","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Sex unknown","Mean time served","Days","77","units","0","v47394759","5.4.9","0","","","","0"
"2014/2015","New Brunswick","2016A000213","Sex unknown","Median time served","Days","77","units","0","v47394760","5.4.10","0","","","","0"
"2014/2015","Quebec","2016A000224","Total sex","Total number of releases","Number","223","units","0","v79971844","6.1.1","","..","","","0"
"2014/2015","Quebec","2016A000224","Total sex","1 week or less","Number","223","units","0","v79971845","6.1.2","","..","","","0"
"2014/2015","Quebec","2016A000224","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v79971846","6.1.3","","..","","","0"
"2014/2015","Quebec","2016A000224","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v79971847","6.1.4","","..","","","0"
"2014/2015","Quebec","2016A000224","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v79971848","6.1.5","","..","","","0"
"2014/2015","Quebec","2016A000224","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v79971849","6.1.6","","..","","","0"
"2014/2015","Quebec","2016A000224","Total sex","Greater than 2 years","Number","223","units","0","v79971850","6.1.7","","..","","","0"
"2014/2015","Quebec","2016A000224","Total sex","Length of time unknown","Number","223","units","0","v79971851","6.1.8","","..","","","0"
"2014/2015","Quebec","2016A000224","Total sex","Mean time served","Days","77","units","0","v79971852","6.1.9","","..","","","0"
"2014/2015","Quebec","2016A000224","Total sex","Median time served","Days","77","units","0","v79971853","6.1.10","","..","","","0"
"2014/2015","Quebec","2016A000224","Males","Total number of releases","Number","223","units","0","v79971854","6.2.1","","..","","","0"
"2014/2015","Quebec","2016A000224","Males","1 week or less","Number","223","units","0","v79971855","6.2.2","","..","","","0"
"2014/2015","Quebec","2016A000224","Males","Greater than 1 week to 1 month","Number","223","units","0","v79971856","6.2.3","","..","","","0"
"2014/2015","Quebec","2016A000224","Males","Greater than 1 month to 6 months","Number","223","units","0","v79971857","6.2.4","","..","","","0"
"2014/2015","Quebec","2016A000224","Males","Greater than 6 months to 1 year","Number","223","units","0","v79971858","6.2.5","","..","","","0"
"2014/2015","Quebec","2016A000224","Males","Greater than 1 year to 2 years","Number","223","units","0","v79971859","6.2.6","","..","","","0"
"2014/2015","Quebec","2016A000224","Males","Greater than 2 years","Number","223","units","0","v79971860","6.2.7","","..","","","0"
"2014/2015","Quebec","2016A000224","Males","Length of time unknown","Number","223","units","0","v79971861","6.2.8","","..","","","0"
"2014/2015","Quebec","2016A000224","Males","Mean time served","Days","77","units","0","v79971862","6.2.9","","..","","","0"
"2014/2015","Quebec","2016A000224","Males","Median time served","Days","77","units","0","v79971863","6.2.10","","..","","","0"
"2014/2015","Quebec","2016A000224","Females","Total number of releases","Number","223","units","0","v79971864","6.3.1","","..","","","0"
"2014/2015","Quebec","2016A000224","Females","1 week or less","Number","223","units","0","v79971865","6.3.2","","..","","","0"
"2014/2015","Quebec","2016A000224","Females","Greater than 1 week to 1 month","Number","223","units","0","v79971866","6.3.3","","..","","","0"
"2014/2015","Quebec","2016A000224","Females","Greater than 1 month to 6 months","Number","223","units","0","v79971867","6.3.4","","..","","","0"
"2014/2015","Quebec","2016A000224","Females","Greater than 6 months to 1 year","Number","223","units","0","v79971868","6.3.5","","..","","","0"
"2014/2015","Quebec","2016A000224","Females","Greater than 1 year to 2 years","Number","223","units","0","v79971869","6.3.6","","..","","","0"
"2014/2015","Quebec","2016A000224","Females","Greater than 2 years","Number","223","units","0","v79971870","6.3.7","","..","","","0"
"2014/2015","Quebec","2016A000224","Females","Length of time unknown","Number","223","units","0","v79971871","6.3.8","","..","","","0"
"2014/2015","Quebec","2016A000224","Females","Mean time served","Days","77","units","0","v79971872","6.3.9","","..","","","0"
"2014/2015","Quebec","2016A000224","Females","Median time served","Days","77","units","0","v79971873","6.3.10","","..","","","0"
"2014/2015","Quebec","2016A000224","Sex unknown","Total number of releases","Number","223","units","0","v79971874","6.4.1","","..","","","0"
"2014/2015","Quebec","2016A000224","Sex unknown","1 week or less","Number","223","units","0","v79971875","6.4.2","","..","","","0"
"2014/2015","Quebec","2016A000224","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v79971876","6.4.3","","..","","","0"
"2014/2015","Quebec","2016A000224","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v79971877","6.4.4","","..","","","0"
"2014/2015","Quebec","2016A000224","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v79971878","6.4.5","","..","","","0"
"2014/2015","Quebec","2016A000224","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v79971879","6.4.6","","..","","","0"
"2014/2015","Quebec","2016A000224","Sex unknown","Greater than 2 years","Number","223","units","0","v79971880","6.4.7","","..","","","0"
"2014/2015","Quebec","2016A000224","Sex unknown","Length of time unknown","Number","223","units","0","v79971881","6.4.8","","..","","","0"
"2014/2015","Quebec","2016A000224","Sex unknown","Mean time served","Days","77","units","0","v79971882","6.4.9","","..","","","0"
"2014/2015","Quebec","2016A000224","Sex unknown","Median time served","Days","77","units","0","v79971883","6.4.10","","..","","","0"
"2014/2015","Ontario","2016A000235","Total sex","Total number of releases","Number","223","units","0","v32707693","7.1.1","3189","","","","0"
"2014/2015","Ontario","2016A000235","Total sex","1 week or less","Number","223","units","0","v32707694","7.1.2","1872","","","","0"
"2014/2015","Ontario","2016A000235","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707695","7.1.3","799","","","","0"
"2014/2015","Ontario","2016A000235","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707696","7.1.4","452","","","","0"
"2014/2015","Ontario","2016A000235","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707697","7.1.5","47","","","","0"
"2014/2015","Ontario","2016A000235","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707698","7.1.6","9","","","","0"
"2014/2015","Ontario","2016A000235","Total sex","Greater than 2 years","Number","223","units","0","v32707699","7.1.7","9","","","","0"
"2014/2015","Ontario","2016A000235","Total sex","Length of time unknown","Number","223","units","0","v32707700","7.1.8","1","","","","0"
